aX,aY,aZ,gX,gY,gZ
0.604,-0.805,0.069,-0.61,-9.888,-3.418
0.598,-0.803,0.027,1.221,-10.437,-3.296
0.6,-0.809,0.019,2.502,-10.62,-3.357
0.588,-0.805,0.058,3.296,-11.047,-3.479
0.579,-0.803,0.099,5.31,-11.047,-3.601
0.575,-0.836,0.127,8.789,-10.132,-3.113
0.576,-0.86,0.153,10.742,-8.667,-1.831
0.586,-0.878,0.179,9.949,-7.812,-0.122
0.598,-0.882,0.188,7.446,-7.629,1.404
0.598,-0.876,0.198,4.456,-8.179,2.808
0.594,-0.879,0.202,2.38,-8.545,3.723
0.591,-0.878,0.186,1.221,-8.423,4.883
0.587,-0.871,0.175,1.16,-7.996,5.981
0.584,-0.86,0.16,1.16,-7.507,7.141
0.579,-0.861,0.146,0.305,-7.019,8.057
0.573,-0.866,0.149,-1.587,-6.287,9.033
0.572,-0.871,0.169,-3.967,-5.737,10.254
0.566,-0.869,0.187,-6.592,-5.432,10.681
0.558,-0.851,0.208,-8.484,-5.188,10.437
0.546,-0.833,0.228,-9.155,-4.15,9.949
0.541,-0.831,0.235,-9.155,-3.052,9.155
0.546,-0.834,0.224,-8.667,-1.587,8.057
0.548,-0.829,0.2,-8.423,0,7.202
0.55,-0.825,0.171,-8.24,0.854,5.981
0.553,-0.819,0.146,-8.362,1.404,4.822
0.553,-0.833,0.148,-9.277,1.709,3.662
0.553,-0.826,0.142,-9.766,1.77,2.869
0.549,-0.816,0.139,-9.338,1.587,2.319
0.549,-0.816,0.133,-8.606,1.587,1.709
0.556,-0.818,0.123,-8.362,1.343,1.343
0.564,-0.804,0.123,-8.606,0.671,1.343
0.568,-0.791,0.131,-8.179,0.061,1.16
0.57,-0.79,0.14,-7.324,-0.427,0.854
0.578,-0.783,0.145,-6.287,-0.61,0.732
0.582,-0.777,0.148,-5.249,-0.61,0.549
0.59,-0.78,0.146,-4.639,-0.427,0.488
0.6,-0.791,0.146,-4.15,-0.427,0.854
0.605,-0.786,0.159,-3.662,-0.488,1.16
0.606,-0.79,0.165,-2.991,-0.366,1.709
0.612,-0.794,0.162,-2.502,-0.488,1.709
0.62,-0.784,0.162,-2.319,-0.854,1.831
0.625,-0.787,0.18,-1.404,-0.977,1.953
0.431,-1.123,0.432,69.885,-51.941,48.767
0.42,-1.131,0.439,72.205,-48.706,51.697
0.426,-1.137,0.416,72.327,-45.715,55.176
0.42,-1.119,0.393,71.96,-43.213,59.265
0.413,-1.097,0.371,72.021,-40.955,63.782
0.414,-1.088,0.365,70.496,-39.001,66.895
0.413,-1.079,0.357,68.909,-37.598,69.641
0.408,-1.048,0.339,67.505,-36.56,72.327
0.419,-1.03,0.315,66.956,-35.095,73.914
0.418,-1.02,0.303,67.261,-33.691,73.975
0.405,-0.977,0.31,68.848,-32.959,72.266
0.395,-0.96,0.32,69.885,-31.921,71.35
0.386,-0.955,0.319,70.374,-30.64,70.251
0.392,-0.931,0.314,70.374,-29.663,69.885
0.395,-0.921,0.286,70.862,-29.114,70.007
0.387,-0.89,0.23,71.96,-28.137,70.435
0.381,-0.854,0.184,72.754,-27.466,70.19
0.376,-0.865,0.188,72.327,-29.175,69.275
0.374,-0.866,0.209,69.336,-29.724,68.359
0.388,-0.856,0.207,64.88,-30.212,67.444
0.384,-0.828,0.216,60.547,-30.029,67.139
0.375,-0.8,0.229,59.998,-29.236,67.383
0.369,-0.822,0.24,60.303,-28.625,66.895
0.37,-0.814,0.236,57.922,-28.564,66.223
0.374,-0.794,0.201,54.016,-28.259,65.491
0.393,-0.787,0.179,49.011,-28.32,64.697
0.387,-0.773,0.17,45.227,-28.809,63.477
0.387,-0.752,0.179,40.833,-29.419,61.218
0.392,-0.751,0.173,37.354,-29.175,59.021
0.408,-0.753,0.165,34.058,-28.931,56.641
0.399,-0.736,0.165,30.579,-29.175,53.04
0.395,-0.74,0.16,29.053,-28.748,49.927
0.416,-0.731,0.177,26.001,-27.649,46.936
0.41,-0.728,0.173,23.315,-27.1,43.823
0.417,-0.717,0.171,20.325,-26.55,40.771
0.424,-0.703,0.168,17.456,-25.879,37.964
0.425,-0.688,0.154,15.564,-25.513,34.973
0.436,-0.702,0.143,14.404,-25.024,31.982
0.444,-0.701,0.143,12.756,-24.353,29.419
0.448,-0.712,0.146,11.414,-24.109,27.161
0.456,-0.709,0.144,10.132,-23.743,25.146
0.466,-0.733,0.153,7.812,-23.499,23.987
0.469,-0.752,0.144,6.531,-23.01,22.827
0.48,-0.752,0.13,5.371,-22.095,20.63
0.483,-0.742,0.116,4.211,-21.057,18.616
0.496,-0.723,0.078,4.944,-19.653,16.479
0.502,-0.713,0.077,5.554,-18.372,14.587
0.512,-0.719,0.083,8.24,-16.907,13.245
0.531,-0.746,0.094,10.864,-14.587,11.841
0.551,-0.755,0.11,12.512,-12.695,10.559
0.557,-0.783,0.119,14.343,-11.597,10.62
0.577,-0.8,0.124,13.611,-11.108,9.949
0.58,-0.792,0.129,10.376,-10.742,8.24
0.578,-0.787,0.13,6.226,-10.681,7.446
0.574,-0.778,0.142,2.075,-10.498,6.653
0.583,-0.779,0.152,1.099,-10.376,5.798
0.573,-0.771,0.172,1.099,-10.01,4.639
0.564,-0.779,0.182,1.892,-9.46,3.601
0.573,-0.8,0.171,1.77,-8.789,2.869
0.586,-0.819,0.133,0,-8.484,2.441
0.605,-0.832,0.099,-3.113,-9.277,2.258
0.618,-0.825,0.068,-7.751,-10.986,2.258
0.634,-0.796,0.085,-12.634,-13.062,2.502
0.581,-0.774,0.101,-12.024,-14.465,2.93
0.601,-0.77,0.115,-7.507,-13.245,0.671
0.61,-0.785,0.111,-2.747,-11.414,-0.732
0.626,-0.812,0.093,0.366,-10.62,-0.732
0.621,-0.814,0.092,1.526,-10.559,0.061
0.631,-0.82,0.097,1.831,-10.803,0.061
0.641,-0.836,0.107,1.099,-11.536,0
0.631,-0.827,0.118,-1.16,-12.756,0.732
0.615,-0.805,0.129,-2.563,-13.489,1.404
0.62,-0.803,0.126,-1.221,-13,1.831
0.617,-0.804,0.125,1.648,-11.719,2.075
0.614,-0.826,0.143,5.127,-10.925,2.441
0.602,-0.843,0.169,7.629,-9.888,3.113
0.593,-0.859,0.185,7.874,-8.911,3.784
0.589,-0.873,0.193,5.981,-8.301,4.7
0.593,-0.865,0.196,2.38,-8.362,5.615
0.598,-0.849,0.175,-0.61,-8.85,6.47
0.596,-0.835,0.167,-2.197,-9.094,7.507
0.577,-0.82,0.165,-2.747,-9.094,8.301
0.587,-0.81,0.156,-2.93,-8.606,8.057
0.592,-0.798,0.14,-2.747,-7.874,7.324
0.59,-0.805,0.141,-2.625,-7.69,6.714
0.582,-0.817,0.146,-2.502,-7.568,6.653
0.577,-0.835,0.157,-2.258,-7.141,6.836
0.584,-0.838,0.171,-2.93,-6.531,7.019
0.579,-0.826,0.178,-4.089,-6.165,7.324
0.562,-0.805,0.184,-5.249,-5.676,7.446
0.558,-0.796,0.191,-5.249,-4.333,7.629
0.568,-0.803,0.191,-4.333,-2.686,7.385
0.574,-0.812,0.179,-4.089,-1.282,7.202
0.579,-0.807,0.168,-4.028,-0.305,6.897
0.581,-0.8,0.169,-4.395,0.183,6.226
0.583,-0.797,0.169,-5.249,0.244,5.066
0.582,-0.789,0.159,-5.737,0.183,3.723
0.582,-0.779,0.161,-5.615,0.366,2.319
0.583,-0.783,0.154,-5.188,0.305,1.038
0.583,-0.794,0.151,-5.249,0.366,0.061
0.582,-0.789,0.155,-5.92,0.488,-0.671
0.579,-0.778,0.149,-6.348,0.549,-1.282
0.577,-0.768,0.141,-4.883,0.916,-1.892
0.581,-0.78,0.141,-2.686,1.77,-2.319
0.584,-0.786,0.143,-2.014,2.625,-2.319
0.586,-0.782,0.144,-1.953,3.235,-2.197
0.592,-0.788,0.151,-1.16,3.54,-2.502
0.589,-0.789,0.158,-0.793,3.784,-2.625
0.588,-0.791,0.164,-0.854,3.54,-2.563
0.601,-0.797,0.168,-0.793,3.723,-2.502
0.604,-0.793,0.168,-1.16,3.845,-2.563
0.61,-0.792,0.166,-1.16,4.15,-2.563
0.614,-0.788,0.164,-1.221,4.211,-2.808
0.618,-0.781,0.152,-1.099,4.028,-3.052
0.618,-0.789,0.154,-0.671,3.784,-3.357
0.614,-0.784,0.156,-0.671,3.845,-3.174
0.613,-0.789,0.147,-0.488,4.211,-3.235
0.614,-0.799,0.132,-0.122,4.028,-3.235
0.614,-0.81,0.124,0.122,3.723,-3.113
0.343,-1.314,0.402,79.651,-37.903,26.855
0.338,-1.266,0.427,80.261,-37.109,34.18
0.335,-1.233,0.439,84.473,-34.241,41.26
0.338,-1.222,0.429,89.294,-30.945,48.218
0.356,-1.231,0.399,89.844,-29.236,53.955
0.351,-1.208,0.38,87.769,-28.809,59.265
0.347,-1.172,0.374,82.764,-28.503,64.087
0.351,-1.135,0.369,76.355,-29.297,67.627
0.357,-1.086,0.362,71.594,-31.067,70.801
0.346,-1.041,0.366,68.42,-33.142,73.364
0.335,-1.017,0.354,67.505,-34.607,75.073
0.342,-1.008,0.334,69.153,-34.729,77.332
0.336,-0.99,0.321,71.838,-34.912,78.796
0.329,-0.986,0.322,71.411,-35.583,79.407
0.339,-0.956,0.302,69.153,-35.828,79.407
0.35,-0.941,0.296,66.406,-36.56,78.308
0.353,-0.931,0.302,64.514,-37.17,76.477
0.347,-0.923,0.322,63.049,-37.415,74.646
0.344,-0.899,0.342,61.584,-37.598,72.571
0.332,-0.883,0.356,60.608,-38.147,70.618
0.344,-0.889,0.363,57.922,-38.94,67.81
0.343,-0.872,0.34,55.359,-39.856,65.674
0.354,-0.862,0.319,53.162,-40.1,64.392
0.36,-0.864,0.278,51.758,-40.039,63.293
0.364,-0.853,0.246,49.927,-39.551,62.5
0.364,-0.863,0.235,48.218,-39.307,62.012
0.368,-0.863,0.23,45.288,-38.757,60.669
0.387,-0.848,0.255,41.748,-37.659,58.167
0.369,-0.836,0.289,39.795,-37.476,56.396
0.361,-0.818,0.324,39.124,-36.804,55.359
0.346,-0.809,0.341,42.053,-34.18,54.565
0.36,-0.834,0.331,45.227,-30.457,54.26
0.377,-0.853,0.299,46.204,-27.771,53.467
0.376,-0.845,0.274,44.189,-26.672,52.795
0.392,-0.848,0.251,40.039,-26.306,52.673
0.401,-0.83,0.227,36.499,-26.184,52.368
0.4,-0.81,0.201,33.752,-26.245,51.27
0.404,-0.799,0.191,31.799,-25.635,50.232
0.411,-0.809,0.195,31.494,-24.536,49.866
0.419,-0.825,0.208,31.006,-23.926,48.096
0.434,-0.835,0.216,29.114,-23.193,46.448
0.433,-0.825,0.218,27.283,-22.217,45.898
0.441,-0.82,0.229,24.292,-21.545,44.678
0.443,-0.806,0.227,20.752,-21.118,43.64
0.445,-0.79,0.206,17.517,-21.179,42.114
0.434,-0.785,0.197,13.306,-21.362,40.894
0.453,-0.75,0.199,10.559,-21.301,39.612
0.45,-0.761,0.206,8.789,-21.423,37.842
0.452,-0.747,0.203,6.775,-21.362,35.461
0.466,-0.749,0.187,5.127,-21.301,33.264
0.475,-0.753,0.169,3.296,-21.362,30.945
0.478,-0.737,0.156,2.38,-21.362,28.992
0.49,-0.731,0.149,3.723,-21.057,26.978
0.483,-0.723,0.151,4.578,-20.447,24.414
0.492,-0.734,0.16,5.371,-20.081,21.851
0.501,-0.736,0.173,6.836,-19.165,19.836
0.5,-0.739,0.18,8.728,-17.578,17.639
0.511,-0.746,0.162,10.559,-15.93,15.869
0.519,-0.759,0.158,12.207,-15.015,14.587
0.526,-0.771,0.167,13.306,-14.526,13.062
0.532,-0.778,0.171,14.16,-13.977,11.353
0.533,-0.786,0.176,14.099,-13.855,9.644
0.551,-0.79,0.177,13.489,-13.672,8.606
0.539,-0.801,0.172,12.573,-13.367,9.583
0.556,-0.806,0.169,12.268,-13.123,8.972
0.559,-0.788,0.166,10.071,-12.329,6.287
0.557,-0.79,0.164,9.155,-12.085,5.188
0.556,-0.799,0.171,8.667,-11.597,4.7
0.559,-0.813,0.191,7.446,-11.047,4.517
0.559,-0.819,0.202,6.165,-10.559,4.517
0.563,-0.837,0.209,4.883,-10.498,4.028
0.576,-0.845,0.2,2.136,-10.437,3.967
0.602,-0.835,0.202,-1.892,-10.986,4.089
0.565,-0.806,0.206,-3.906,-11.047,5.127
0.563,-0.789,0.205,-2.502,-10.071,4.211
0.572,-0.785,0.207,0,-8.545,2.686
0.571,-0.797,0.199,2.747,-6.775,2.075
0.58,-0.82,0.199,4.639,-5.249,1.953
0.583,-0.839,0.208,4.639,-4.272,2.014
0.583,-0.846,0.208,2.747,-4.272,2.075
0.576,-0.837,0.202,0.549,-5.066,2.014
0.571,-0.822,0.198,-0.366,-5.737,2.686
0.565,-0.813,0.2,0.244,-5.615,2.991
0.556,-0.814,0.189,1.709,-5.188,3.235
0.564,-0.823,0.177,2.808,-3.906,3.296
0.565,-0.836,0.175,3.235,-2.747,3.418
0.566,-0.849,0.179,3.174,-2.136,3.662
0.568,-0.856,0.179,2.197,-2.075,4.089
0.568,-0.855,0.18,0.732,-1.953,4.272
0.569,-0.853,0.191,-1.16,-2.075,4.395
0.565,-0.84,0.205,-2.441,-2.197,4.272
0.565,-0.831,0.209,-2.93,-2.014,3.662
0.568,-0.829,0.205,-2.563,-1.465,3.052
0.567,-0.82,0.198,-2.441,-0.671,2.808
0.569,-0.819,0.19,-2.991,0.061,2.136
0.574,-0.82,0.184,-3.662,0.488,1.709
0.579,-0.812,0.184,-4.456,0.488,1.282
0.578,-0.807,0.192,-4.578,0.244,0.305
0.579,-0.808,0.202,-4.761,0.061,-0.671
0.583,-0.81,0.202,-5.005,0.061,-1.404
0.583,-0.803,0.203,-5.554,-0.061,-1.953
0.589,-0.809,0.2,-5.432,-0.183,-2.258
0.592,-0.811,0.196,-4.761,-0.427,-2.502
0.59,-0.809,0.185,-4.211,-0.671,-2.808
0.592,-0.806,0.176,-4.089,-0.793,-2.808
0.595,-0.812,0.172,-3.174,-1.038,-2.808
0.595,-0.817,0.163,-2.197,-1.465,-2.747
0.597,-0.824,0.154,-2.075,-1.587,-2.625
0.6,-0.829,0.152,-2.869,-1.953,-2.014
0.602,-0.821,0.158,-4.517,-2.563,-1.465
0.6,-0.818,0.167,-5.066,-3.113,-0.732
0.599,-0.812,0.172,-4.639,-3.54,0
0.599,-0.814,0.173,-3.723,-4.028,0.61
0.599,-0.818,0.177,-3.052,-4.211,1.465
0.594,-0.812,0.183,-4.211,-4.761,2.014
0.594,-0.814,0.193,-4.761,-5.188,2.747
0.589,-0.81,0.2,-4.517,-5.371,3.235
0.588,-0.804,0.202,-4.211,-5.188,4.028
0.587,-0.799,0.201,-3.967,-4.517,4.578
0.436,-1.274,0.27,63.171,-22.827,-10.986
0.394,-1.268,0.219,55.481,-26.123,-1.831
0.376,-1.323,0.208,51.086,-31.25,3.967
0.444,-1.329,0.255,40.039,-33.325,6.714
0.475,-1.237,0.31,32.837,-36.804,12.939
0.447,-1.195,0.353,32.349,-41.016,16.357
0.439,-1.184,0.359,36.011,-42.358,19.714
0.44,-1.15,0.343,43.518,-41.565,24.658
0.444,-1.126,0.342,52.124,-39.429,29.602
0.452,-1.11,0.333,62.744,-36.377,34.729
0.467,-1.136,0.344,72.693,-33.02,39.673
0.492,-1.155,0.351,79.407,-29.724,42.786
0.516,-1.164,0.365,80.383,-28.687,44.495
0.527,-1.17,0.391,77.454,-29.602,45.654
0.516,-1.135,0.398,73.425,-31.189,46.448
0.491,-1.116,0.397,69.275,-32.532,48.096
0.476,-1.098,0.381,67.017,-32.227,49.622
0.468,-1.094,0.351,63.354,-32.166,52.612
0.471,-1.088,0.328,57.434,-33.264,55.237
0.457,-1.05,0.308,51.025,-34.607,57.129
0.438,-1.006,0.301,47.363,-35.217,59.021
0.423,-0.996,0.31,44.8,-35.889,59.326
0.42,-0.976,0.318,41.87,-36.621,58.594
0.402,-0.921,0.31,39.917,-36.804,57.068
0.388,-0.886,0.309,40.588,-35.767,55.481
0.383,-0.861,0.289,44.8,-33.752,54.382
0.395,-0.873,0.261,49.072,-31.677,53.894
0.405,-0.878,0.226,51.392,-30.396,52.002
0.419,-0.869,0.204,51.147,-29.907,50.598
0.422,-0.864,0.197,48.645,-30.457,49.133
0.42,-0.845,0.202,47.668,-30.579,48.645
0.411,-0.833,0.205,48.401,-30.029,47.18
0.403,-0.827,0.215,50.72,-28.015,45.898
0.401,-0.818,0.214,53.65,-25.085,44.556
0.419,-0.808,0.204,56.519,-22.278,43.274
0.427,-0.831,0.184,58.289,-22.095,42.419
0.437,-0.84,0.15,59.57,-22.156,41.992
0.424,-0.823,0.131,61.401,-21.545,42.419
0.433,-0.835,0.123,63.721,-20.447,43.762
0.435,-0.817,0.111,65.918,-19.897,44.8
0.436,-0.831,0.11,66.284,-19.409,45.288
0.448,-0.835,0.109,64.27,-19.714,45.471
0.45,-0.849,0.118,59.326,-20.874,45.837
0.453,-0.855,0.114,53.162,-22.583,45.898
0.444,-0.837,0.113,46.326,-24.414,45.227
0.438,-0.816,0.101,39.49,-26.123,44.373
0.444,-0.804,0.094,32.288,-28.32,43.762
0.449,-0.795,0.079,27.527,-30.151,43.091
0.46,-0.785,0.074,23.621,-31.86,42.053
0.453,-0.779,0.076,21.057,-33.508,40.161
0.459,-0.77,0.079,19.714,-34.119,38.513
0.451,-0.75,0.07,18.982,-33.936,38.33
0.46,-0.759,0.09,18.738,-33.691,38.147
0.463,-0.751,0.113,18.127,-33.691,35.645
0.46,-0.757,0.129,17.822,-33.203,33.936
0.467,-0.762,0.144,17.273,-32.349,33.081
0.464,-0.769,0.156,15.808,-31.921,33.142
0.464,-0.77,0.158,13.184,-32.043,32.959
0.467,-0.763,0.162,10.559,-31.982,31.25
0.473,-0.74,0.157,8.362,-31.86,29.236
0.475,-0.737,0.136,7.629,-31.555,28.076
0.479,-0.733,0.12,6.287,-30.945,26.978
0.492,-0.73,0.103,5.371,-29.846,25.208
0.505,-0.727,0.103,5.249,-28.87,23.071
0.513,-0.727,0.108,5.127,-27.954,20.935
0.523,-0.729,0.122,5.798,-26.672,18.799
0.527,-0.752,0.133,5.859,-25.208,17.151
0.532,-0.754,0.148,3.54,-23.621,15.625
0.545,-0.748,0.159,1.892,-22.4,14.343
0.564,-0.736,0.173,2.075,-21.545,12.817
0.527,-0.749,0.182,4.089,-20.874,12.512
0.558,-0.749,0.182,5.859,-19.592,10.62
0.584,-0.764,0.17,6.042,-18.433,8.972
0.589,-0.787,0.164,3.601,-18.494,8.179
0.598,-0.765,0.164,-0.122,-19.043,7.263
0.606,-0.758,0.146,-2.014,-18.982,5.371
0.62,-0.756,0.147,-2.441,-18.555,3.418
0.608,-0.762,0.15,-1.831,-17.761,2.319
0.614,-0.75,0.162,0.183,-16.541,1.038
0.617,-0.754,0.172,3.662,-14.893,0
0.612,-0.762,0.166,7.629,-13,-1.038
0.625,-0.782,0.14,10.925,-11.414,-2.258
0.632,-0.799,0.128,12.451,-10.864,-2.441
0.635,-0.802,0.121,12.085,-11.108,-2.625
0.633,-0.813,0.125,10.62,-11.841,-2.869
0.629,-0.813,0.14,8.789,-12.268,-3.052
0.623,-0.822,0.156,7.629,-12.695,-3.296
0.625,-0.832,0.176,7.08,-12.817,-3.052
0.59,-0.838,0.187,6.775,-12.634,-2.075
0.605,-0.84,0.193,6.409,-11.353,-1.526
0.597,-0.83,0.191,3.418,-10.132,0.061
0.597,-0.814,0.17,2.136,-9.644,0.61
0.597,-0.821,0.162,2.014,-9.399,0.854
0.607,-0.818,0.163,1.526,-9.583,1.587
0.576,-0.829,0.169,0.61,-9.888,2.747
0.585,-0.84,0.177,-0.061,-9.216,3.235
0.593,-0.844,0.197,-1.587,-8.911,3.723
0.567,-0.84,0.221,-2.991,-9.094,5.005
0.558,-0.836,0.232,-3.418,-8.85,5.981
0.56,-0.829,0.232,-4.028,-7.874,6.47
0.568,-0.829,0.226,-5.798,-7.019,6.958
0.59,-0.819,0.226,-8.118,-6.287,7.812
0.561,-0.807,0.209,-9.644,-5.188,8.728
0.565,-0.79,0.194,-10.498,-3.479,8.667
0.575,-0.789,0.183,-10.925,-2.014,8.362
0.589,-0.788,0.165,-11.719,-1.221,7.996
0.589,-0.782,0.132,-12.085,-0.671,7.812
0.584,-0.774,0.12,-12.268,-0.977,7.69
0.597,-0.774,0.124,-12.573,-1.465,7.385
0.6,-0.777,0.131,-12.939,-2.136,6.592
0.596,-0.758,0.147,-12.756,-2.747,5.92
0.589,-0.754,0.153,-9.705,-2.808,5.615
0.601,-0.766,0.145,-5.493,-2.319,4.883
0.609,-0.785,0.137,-3.235,-2.136,4.395
0.621,-0.801,0.136,-4.333,-3.052,3.784
0.615,-0.77,0.141,-6.531,-4.456,2.686
0.612,-0.764,0.164,-6.897,-5.432,1.282
0.614,-0.79,0.178,-5.554,-5.554,0.366
0.616,-0.786,0.177,-3.54,-5.066,0
0.145,-1.343,0.489,61.157,-38.94,16.602
0.137,-1.322,0.459,66.833,-36.926,26.245
0.145,-1.328,0.429,67.932,-34.241,34.79
0.192,-1.307,0.403,64.148,-31.311,44.739
0.228,-1.292,0.402,58.96,-29.663,54.749
0.222,-1.3,0.406,54.016,-29.602,62.866
0.195,-1.245,0.419,52.063,-28.564,69.214
0.182,-1.197,0.431,53.223,-26.062,73.425
0.182,-1.177,0.423,53.894,-23.682,77.332
0.181,-1.163,0.429,51.147,-22.339,81.848
0.184,-1.129,0.423,46.204,-21.973,85.876
0.174,-1.067,0.42,43.091,-21.301,88.684
0.165,-1.012,0.415,44.373,-20.996,89.966
0.16,-1.002,0.393,46.936,-20.752,90.088
0.161,-0.994,0.366,49.255,-19.958,91.125
0.188,-0.985,0.352,49.805,-19.287,90.942
0.201,-0.965,0.339,49.927,-19.043,89.417
0.203,-0.939,0.323,52.002,-18.738,87.83
0.202,-0.922,0.311,55.786,-18.066,85.266
0.214,-0.934,0.304,57.434,-17.578,83.435
0.221,-0.931,0.306,55.237,-18.311,80.261
0.226,-0.915,0.318,51.086,-19.287,77.393
0.228,-0.905,0.287,47.607,-19.958,74.951
0.222,-0.88,0.265,47.302,-19.47,73.303
0.225,-0.885,0.244,48.157,-18.921,71.838
0.239,-0.889,0.228,45.41,-19.226,70.557
0.251,-0.878,0.223,41.382,-19.653,69.519
0.269,-0.873,0.235,36.377,-20.386,67.688
0.266,-0.851,0.242,32.959,-20.752,65.552
0.269,-0.844,0.256,31.616,-20.508,63.782
0.274,-0.855,0.26,30.518,-20.142,61.584
0.304,-0.862,0.257,28.992,-19.287,59.998
0.317,-0.848,0.242,26.001,-19.592,57.678
0.307,-0.82,0.239,22.644,-20.752,54.199
0.291,-0.79,0.228,20.142,-21.301,50.537
0.314,-0.772,0.187,19.531,-19.897,48.34
0.344,-0.786,0.155,20.142,-19.287,45.471
0.348,-0.794,0.149,18.799,-19.531,42.419
0.366,-0.794,0.164,16.968,-19.958,39.734
0.37,-0.797,0.195,14.648,-20.935,36.682
0.359,-0.783,0.212,13.428,-20.996,33.508
0.372,-0.79,0.208,12.939,-19.775,31.555
0.395,-0.813,0.204,11.475,-19.348,29.846
0.382,-0.792,0.215,7.874,-19.775,26.672
0.38,-0.794,0.226,4.028,-19.775,23.804
0.383,-0.783,0.208,1.16,-19.531,21.667
0.394,-0.771,0.183,-0.061,-19.104,19.897
0.399,-0.774,0.172,-0.732,-18.677,18.188
0.413,-0.783,0.177,1.343,-17.822,16.663
0.418,-0.789,0.181,4.089,-16.235,14.954
0.425,-0.798,0.172,6.47,-14.771,13.489
0.443,-0.809,0.156,9.583,-13.062,12.573
0.448,-0.818,0.172,11.169,-11.719,11.719
0.453,-0.827,0.187,11.597,-10.498,10.925
0.445,-0.84,0.198,10.193,-9.888,9.827
