aX,aY,aZ,gX,gY,gZ
0.125,0.965,0.033,1.16,0.122,-2.502
0.126,0.966,0.033,1.16,-0.244,-1.77
0.123,0.967,0.036,1.282,-0.671,-1.343
0.127,0.969,0.034,1.221,-1.099,-1.038
0.131,0.971,0.033,1.099,-1.404,-0.61
0.133,0.971,0.033,0.977,-1.404,-0.366
0.135,0.973,0.033,0.916,-1.465,-0.244
0.137,0.975,0.033,0.793,-1.526,-0.244
0.137,0.974,0.034,0.549,-1.465,-0.122
0.135,0.974,0.036,0.671,-1.343,0.427
0.132,0.972,0.036,0.854,-1.526,0.61
0.131,0.972,0.036,0.671,-1.648,0.916
0.131,0.972,0.035,0.671,-1.648,1.282
0.13,0.973,0.035,0.793,-1.648,1.526
0.129,0.973,0.036,0.671,-2.075,1.526
0.648,0.966,-0.042,3.479,7.385,25.452
0.658,0.965,-0.006,8.301,9.705,40.405
0.635,0.944,0.019,13.55,8.85,60.486
0.597,0.895,0.036,13.367,4.456,80.933
0.552,0.831,0.032,10.803,-1.77,98.328
0.489,0.757,0.026,10.071,-7.019,111.084
0.414,0.697,0.014,9.644,-10.254,117.554
0.351,0.682,-0.001,8.301,-13.062,115.54
0.315,0.692,-0.031,5.249,-14.465,105.53
0.283,0.733,-0.035,0.488,-13.123,90.332
0.251,0.794,-0.043,-2.625,-10.376,71.899
0.224,0.835,-0.037,-3.723,-6.897,52.856
0.222,0.887,-0.027,-5.005,-4.089,35.4
0.234,0.939,-0.016,-5.371,-2.38,21.179
0.255,0.975,-0.008,-5.493,-1.892,11.23
0.272,0.999,-0.011,-5.066,-1.648,5.432
0.291,1.016,-0.006,-4.517,-1.343,2.991
0.309,1.044,-0.007,-4.211,-0.732,3.784
0.317,1.045,0.011,-2.563,0.305,7.874
0.317,1.027,0.035,0,-0.793,13.428
0.322,1.018,0.038,1.343,-5.005,17.578
0.345,1.013,0.027,1.587,-10.01,20.996
0.348,1.009,0.011,1.953,-13.367,24.292
0.329,0.997,-0.039,0.122,-13.245,28.198
0.318,0.975,-0.035,-0.671,-7.019,32.898
0.307,0.954,0.027,1.343,-0.061,37.72
0.298,0.953,0.051,0.183,-0.732,40.649
0.291,0.95,0.028,-2.563,-6.287,41.382
0.274,0.944,-0.001,-3.723,-10.437,40.833
0.244,0.939,-0.021,-4.028,-10.437,39.307
0.229,0.934,-0.03,-4.883,-7.324,36.316
0.232,0.929,-0.029,-5.249,-3.174,32.532
0.242,0.928,-0.021,-5.371,0.916,28.381
0.246,0.918,-0.012,-5.127,3.54,24.475
0.245,0.921,-0.015,-4.761,4.761,20.874
0.244,0.924,-0.013,-3.601,5.859,17.944
0.24,0.919,-0.007,-2.014,6.592,15.93
0.238,0.918,-0.005,-0.427,6.226,14.526
0.241,0.919,-0.007,1.038,4.883,13.184
0.25,0.918,-0.01,2.014,3.662,12.024
0.255,0.919,-0.013,2.747,2.808,10.498
0.25,0.918,-0.016,2.93,2.441,8.484
0.238,0.922,-0.016,2.808,2.625,6.104
0.226,0.926,-0.011,2.625,2.93,3.052
0.215,0.929,-0.007,2.075,2.991,0
0.205,0.937,-0.005,1.953,2.686,-2.441
0.195,0.946,-0.005,1.648,1.526,-3.967
0.19,0.952,-0.006,1.831,0.488,-5.005
0.188,0.961,-0.009,1.953,-0.549,-5.249
0.192,0.967,-0.012,1.77,-1.587,-4.7
0.199,0.969,-0.01,1.77,-2.258,-3.723
0.207,0.973,-0.008,1.709,-2.808,-2.563
0.213,0.97,-0.005,1.465,-3.357,-1.343
0.22,0.966,-0.007,1.526,-3.662,-0.061
0.225,0.961,-0.006,1.465,-4.211,0.732
0.228,0.962,-0.008,1.587,-4.333,0.977
0.234,0.965,-0.01,1.465,-4.395,1.099
0.236,0.97,-0.01,1.282,-3.967,1.282
0.235,0.97,-0.007,1.221,-3.296,1.526
0.228,0.967,0,1.282,-2.869,2.014
0.227,0.965,0.002,1.221,-2.625,2.686
0.228,0.962,0.006,1.16,-2.502,3.052
0.227,0.963,0.007,1.343,-2.747,2.93
0.229,0.967,0.003,1.343,-3.052,2.502
0.23,0.965,0.001,1.099,-3.235,2.991
0.227,0.963,0.001,1.038,-2.869,3.235
0.228,0.963,-0.002,0.977,-2.747,3.418
0.229,0.965,-0.005,0.854,-2.563,3.235
0.233,0.964,-0.007,0.549,-1.953,3.418
0.234,0.964,-0.008,0.488,-1.16,3.601
0.236,0.96,-0.008,0.305,-0.427,3.601
0.232,0.957,-0.004,0.183,0.244,3.662
0.227,0.955,-0.004,0.244,0.793,3.784
0.23,0.952,-0.004,0.366,0.854,3.906
0.226,0.95,-0.005,0.488,0.977,3.967
0.226,0.95,-0.006,0.366,1.038,3.784
0.225,0.95,-0.009,0.488,1.16,3.845
0.22,0.948,-0.008,0.366,1.526,3.662
0.219,0.95,-0.007,0.61,1.709,3.052
0.22,0.955,-0.007,0.549,1.892,2.625
0.216,0.956,-0.005,0.61,2.197,2.319
0.209,0.955,-0.003,0.61,2.136,1.953
0.209,0.954,-0.003,0.977,1.892,2.014
0.211,0.957,-0.002,1.221,1.587,2.014
0.211,0.96,-0.006,1.221,1.16,1.831
0.212,0.965,-0.009,1.343,0.793,2.197
0.209,0.962,-0.008,1.465,1.038,2.686
0.206,0.958,-0.004,1.526,1.038,3.113
0.211,0.957,-0.003,1.648,0.793,3.296
0.213,0.956,-0.002,1.648,0.732,3.235
0.211,0.96,-0.002,1.77,0.61,2.808
0.208,0.962,-0.001,1.587,0.549,2.319
0.207,0.961,0.001,1.648,0.488,2.014
0.208,0.962,0.002,1.465,0.427,1.648
0.208,0.965,0.002,1.404,0.122,1.16
0.21,0.966,0.001,1.221,-0.183,0.732
0.212,0.966,-0.001,1.221,-0.061,0.427
0.212,0.965,-0.001,0.977,-0.061,0.427
0.205,0.965,0,0.671,0.305,0.366
0.204,0.966,0.002,0.366,0.366,0.488
0.209,0.966,0.001,0.244,0.244,0.671
0.211,0.964,0.001,-0.061,0.061,0.671
0.209,0.96,0.001,-0.244,-0.061,0.732
0.208,0.958,0,-0.305,-0.183,0.427
0.208,0.959,0,-0.122,-0.244,0.061
0.209,0.958,0,-0.244,-0.549,0
0.208,0.957,-0.001,-0.061,-0.732,-0.183
0.209,0.957,-0.003,0,-0.977,-0.366
0.209,0.959,-0.002,0,-1.038,-0.427
0.211,0.959,-0.003,0.305,-1.099,-0.61
0.214,0.96,-0.002,0.366,-1.038,-0.366
0.213,0.96,-0.002,0.549,-1.099,-0.244
0.212,0.961,0,0.61,-1.038,-0.305
0.215,0.96,0,0.671,-1.16,-0.183
0.216,0.96,0.001,0.671,-1.526,-0.305
0.217,0.959,0.001,0.671,-1.465,-0.183
0.219,0.96,0.001,0.549,-1.648,-0.244
0.221,0.959,0.001,0.549,-1.709,-0.244
0.22,0.959,0.001,0.305,-1.77,-0.366
0.568,1.052,-0.003,-1.587,10.376,34.18
0.557,1.054,0.02,5.249,10.864,57.556
0.488,1.027,0.05,9.521,8.606,85.999
0.475,0.958,0.057,9.216,1.648,114.014
0.482,0.893,0.035,8.179,-7.141,137.878
0.46,0.857,0.013,8.606,-14.16,156.128
0.443,0.843,-0.013,8.85,-18.799,168.091
0.422,0.837,-0.024,8.24,-20.569,175.11
0.315,0.832,-0.033,7.08,-20.325,177.795
0.194,0.82,-0.023,5.371,-18.25,178.467
0.147,0.816,-0.025,2.991,-17.761,178.345
0.146,0.823,-0.025,0.732,-18.372,176.147
0.132,0.839,-0.027,-1.77,-18.311,168.579
0.091,0.839,-0.015,-4.639,-17.761,154.724
0.025,0.834,0.005,-7.996,-16.541,135.315
-0.027,0.849,0.01,-14.771,-15.503,111.328
-0.053,0.874,-0.003,-16.907,-14.282,84.412
-0.07,0.909,-0.025,-16.663,-10.437,57.922
-0.073,0.95,-0.029,-15.503,-4.272,34.79
-0.063,0.978,-0.01,-13.245,2.441,16.968
-0.064,0.986,0.008,-11.475,6.47,4.15
-0.057,0.997,0.023,-9.155,7.629,-4.028
-0.058,1.012,0.021,-6.104,6.531,-8.85
-0.041,1.038,0.009,-2.93,5.127,-10.742
-0.02,1.044,0.009,1.038,4.578,-9.827
-0.01,1.041,0.009,3.784,3.357,-7.69
-0.015,1.023,0.003,4.761,1.343,-6.653
-0.025,1.007,-0.001,5.066,0.061,-8.789
-0.023,0.997,0,5.432,-0.305,-13.794
-0.032,1.002,0.002,6.104,-0.366,-20.02
-0.04,1.014,0.001,6.348,-0.244,-26.001
-0.031,1.021,0.002,5.737,-0.183,-29.602
-0.014,1.028,0.001,5.005,-0.061,-30.823
0,1.03,0.004,4.272,-0.061,-29.541
0.01,1.025,0.005,2.869,-0.732,-26.306
0.024,1.016,0.002,1.526,-2.136,-21.545
0.038,1.003,0,0.488,-3.296,-16.052
0.05,0.991,-0.003,-0.061,-4.333,-10.925
0.061,0.972,-0.004,-0.244,-5.188,-6.714
0.068,0.953,-0.008,-0.366,-5.798,-4.333
0.071,0.939,-0.014,-0.488,-5.493,-3.601
0.08,0.935,-0.015,-0.732,-4.395,-4.578
0.089,0.935,-0.014,-1.221,-2.869,-5.92
0.092,0.944,-0.008,-0.854,-1.282,-6.958
0.097,0.958,-0.003,-0.671,-0.061,-7.446
0.103,0.964,-0.002,-0.549,0.061,-6.897
0.104,0.959,-0.004,-0.427,-0.427,-5.066
0.101,0.958,-0.003,0.305,-0.793,-3.357
0.102,0.958,0,1.221,-1.343,-1.709
0.11,0.956,0.001,2.258,-2.563,0.183
0.112,0.954,-0.006,3.113,-4.089,2.197
0.111,0.95,-0.013,3.601,-5.249,4.15
0.107,0.95,-0.017,3.906,-5.066,5.92
0.092,0.94,-0.016,4.089,-4.089,7.629
0.083,0.941,-0.01,4.028,-2.808,9.094
0.075,0.943,-0.005,3.723,-1.953,9.888
0.074,0.959,-0.003,3.418,-1.831,10.01
0.071,0.969,-0.007,2.563,-2.136,10.315
0.065,0.973,-0.011,2.014,-1.526,10.864
0.059,0.974,-0.006,1.709,-0.244,11.353
0.055,0.973,0.005,1.709,0.488,11.78
0.052,0.974,0.008,1.709,0.183,11.963
0.051,0.975,0.005,1.709,-0.671,11.658
0.048,0.977,0.002,1.831,-0.854,10.62
0.044,0.977,0.006,2.319,-0.305,9.583
0.037,0.977,0.012,2.686,0.122,7.751
0.032,0.976,0.016,2.991,-0.061,5.493
0.03,0.983,0.015,3.296,-0.366,2.441
0.026,0.993,0.013,3.357,-0.427,-0.427
0.021,1.001,0.013,3.113,-0.122,-2.686
0.02,1.007,0.016,2.625,0.366,-4.089
0.021,1.011,0.019,2.197,0.671,-5.188
0.024,1.015,0.023,1.831,0.671,-5.615
0.025,1.013,0.026,1.526,0.183,-5.554
0.031,1.016,0.024,1.099,-0.61,-5.127
0.041,1.016,0.02,0.549,-1.77,-4.089
0.052,1.013,0.018,0.244,-2.747,-3.113
0.056,1.005,0.015,-0.244,-3.296,-1.709
0.057,0.992,0.009,-0.671,-3.54,-0.183
0.057,0.978,0.004,-0.793,-3.235,0.366
0.063,0.975,-0.002,-1.099,-2.502,0.061
0.066,0.975,-0.005,-1.343,-1.526,-0.427
0.066,0.976,-0.005,-1.404,-0.061,-0.854
0.062,0.974,-0.004,-1.282,1.404,-0.916
0.061,0.969,0,-1.16,2.38,-0.732
0.06,0.962,0.003,-0.916,2.808,-0.732
0.053,0.958,0.007,-0.305,2.747,-0.916
0.054,0.964,0.009,0.305,2.319,-1.282
0.056,0.969,0.012,1.038,1.587,-1.648
0.054,0.973,0.01,1.404,0.671,-1.709
0.054,0.972,0.006,1.343,-0.183,-1.404
0.052,0.975,0.007,1.526,-0.366,-1.038
0.055,0.974,0.008,1.465,-0.244,-0.671
0.056,0.974,0.013,1.465,-0.427,-0.61
0.055,0.974,0.015,1.282,-1.038,-0.549
0.056,0.974,0.014,1.038,-1.587,-0.488
0.057,0.973,0.014,0.977,-1.953,-0.549
0.056,0.973,0.014,1.16,-2.197,-0.732
0.053,0.97,0.013,1.099,-2.563,-0.977
0.054,0.972,0.013,0.793,-2.808,-1.465
0.052,0.972,0.012,0.732,-2.686,-1.648
0.053,0.976,0.012,0.793,-2.38,-1.77
0.052,0.979,0.011,0.427,-2.258,-1.587
0.053,0.984,0.013,0.488,-2.075,-1.404
0.059,0.988,0.015,0.366,-1.709,-1.404
0.058,0.989,0.017,0.305,-1.709,-1.282
0.059,0.985,0.019,0.122,-1.77,-1.038
0.059,0.984,0.021,0.183,-1.953,-0.732
0.057,0.984,0.02,0.366,-2.38,-0.732
0.056,0.982,0.02,0.366,-2.686,-1.038
0.058,0.98,0.018,0.061,-2.747,-1.16
0.063,0.984,0.015,-0.183,-2.563,-1.648
0.067,0.986,0.011,-0.122,-2.258,-2.441
0.069,0.989,0.006,-0.427,-1.709,-2.747
0.071,0.986,0.008,-0.793,-0.916,-2.747
0.067,0.98,0.011,-1.038,0,-2.686
0.066,0.978,0.012,-0.916,0.793,-2.502
0.07,0.976,0.013,-1.099,1.038,-2.502
0.068,0.976,0.011,-0.793,0.916,-2.625
0.593,0.955,-0.041,8.667,2.686,44.25
0.635,0.947,-0.041,10.681,3.113,62.622
0.679,0.921,-0.026,15.686,4.028,83.801
0.708,0.891,-0.01,19.714,3.601,106.812
0.7,0.843,0.014,21.912,1.099,128.357
0.657,0.798,0.029,21.545,-4.028,146.851
0.589,0.752,0.023,20.325,-10.559,160.706
0.5,0.703,0.024,19.226,-16.174,170.227
0.397,0.674,0.023,17.639,-20.569,174.438
0.316,0.683,0.001,15.259,-23.499,172.241
0.291,0.724,-0.02,11.047,-24.292,163.086
0.289,0.774,-0.035,7.568,-22.095,150.085
0.273,0.801,-0.031,3.784,-17.761,135.254
0.242,0.812,-0.02,0.61,-13.123,120.3
0.217,0.835,-0.012,-1.648,-9.644,105.713
0.198,0.861,-0.007,-2.869,-7.507,92.529
0.183,0.887,-0.01,-3.601,-6.287,82.031
0.164,0.908,-0.012,-3.174,-4.944,74.097
0.134,0.918,-0.016,-2.136,-2.93,68.726
0.122,0.918,-0.003,-0.244,-0.366,64.941
0.122,0.928,0.03,2.747,0.793,59.753
0.123,0.948,0.044,3.967,-1.709,50.476
0.114,0.979,0.036,4.333,-5.615,39.185
0.105,1.02,0.027,4.883,-7.324,28.015
0.099,1.052,0.022,4.639,-6.592,18.433
0.087,1.066,0.034,4.15,-4.15,9.766
0.081,1.089,0.048,3.479,-2.014,1.892
0.085,1.106,0.057,2.502,-1.282,-3.601
0.091,1.11,0.062,2.075,-1.709,-6.348
0.1,1.113,0.063,1.221,-3.052,-6.836
0.113,1.108,0.062,0.427,-4.517,-5.493
0.131,1.091,0.059,-0.427,-6.104,-3.113
0.147,1.067,0.053,-1.465,-8.057,-0.366
0.148,1.042,0.045,-2.319,-9.583,2.441
0.142,1.018,0.036,-2.991,-10.62,4.822
0.133,0.993,0.026,-3.235,-10.315,6.47
0.126,0.971,0.02,-3.357,-8.85,7.141
0.129,0.955,0.015,-3.357,-7.324,7.69
0.138,0.945,0.007,-3.723,-5.432,7.446
0.147,0.938,0.005,-3.723,-3.479,6.775
0.154,0.932,0.009,-3.296,-1.892,6.409
0.16,0.927,0.01,-2.869,-0.854,5.676
0.164,0.925,0.01,-2.563,-0.488,5.066
0.167,0.924,0.008,-2.014,-0.488,4.395
0.173,0.924,0.007,-1.343,0,3.54
0.171,0.923,0.007,-0.427,0.549,3.174
0.167,0.928,0.009,0.549,1.465,3.174
0.165,0.933,0.014,1.221,1.77,3.357
0.161,0.942,0.018,1.831,2.136,3.906
0.156,0.949,0.024,2.441,1.831,4.456
0.154,0.957,0.028,2.747,0.671,5.371
0.154,0.958,0.024,2.625,-0.427,7.08
0.155,0.96,0.021,2.563,-1.648,8.362
0.151,0.961,0.02,2.441,-2.014,9.399
0.147,0.958,0.02,1.953,-2.319,10.132
0.141,0.957,0.019,1.587,-2.38,10.254
0.135,0.967,0.02,0.916,-2.014,10.315
0.133,0.97,0.026,0.854,-1.404,10.925
0.134,0.969,0.034,0.793,-1.526,11.597
0.125,0.976,0.034,0.671,-1.831,12.146
0.119,0.977,0.03,0.366,-2.563,13
0.121,0.976,0.027,0,-2.93,13.672
0.12,0.974,0.027,0.122,-2.747,13.977
0.115,0.969,0.029,-0.061,-2.625,13.733
0.108,0.961,0.027,-0.183,-2.991,12.817
0.101,0.963,0.025,-0.122,-2.808,10.742
0.1,0.965,0.022,-0.183,-2.625,8.24
0.098,0.972,0.024,-0.061,-2.258,5.859
0.096,0.983,0.028,0.305,-1.587,3.662
0.088,0.985,0.035,0.183,-1.465,2.197
0.088,0.99,0.03,0.305,-1.831,1.16
0.09,0.996,0.028,0.183,-1.465,0.122
0.093,1,0.03,0.244,-0.793,-0.977
0.098,1.002,0.03,0.122,-0.366,-1.709
0.105,1.004,0.032,-0.061,-0.061,-2.38
0.111,1.007,0.031,-0.122,-0.427,-2.686
0.113,1.006,0.027,-0.427,-0.61,-2.563
0.115,1.005,0.024,-0.671,-0.488,-2.075
0.118,1.001,0.023,-0.977,-0.305,-1.404
0.121,0.992,0.017,-1.343,0.061,-0.854
0.121,0.981,0.018,-1.465,0.549,-0.916
0.12,0.981,0.019,-1.465,0.977,-1.831
0.12,0.983,0.016,-1.648,1.221,-2.502
0.123,0.979,0.013,-1.77,1.465,-2.686
0.124,0.973,0.011,-1.648,1.831,-2.869
0.122,0.967,0.01,-1.77,2.441,-2.991
0.123,0.966,0.01,-1.831,2.808,-2.991
0.128,0.965,0.012,-1.831,3.174,-2.869
0.129,0.959,0.011,-1.648,3.174,-2.808
0.129,0.958,0.01,-1.77,2.93,-2.686
0.131,0.957,0.01,-1.526,2.808,-2.502
0.132,0.957,0.008,-1.221,2.441,-2.197
0.131,0.955,0.007,-1.038,2.319,-1.709
0.133,0.956,0.005,-0.732,2.075,-1.343
0.131,0.956,0.008,-0.549,1.892,-1.038
0.13,0.957,0.011,-0.244,1.831,-0.793
0.128,0.959,0.012,0,1.526,-0.427
0.129,0.961,0.012,0,1.16,-0.244
0.131,0.965,0.013,0,0.854,0.061
0.129,0.968,0.012,-0.061,0.427,0.61
0.126,0.969,0.013,0.061,0.122,0.916
0.125,0.971,0.013,0.122,0.122,1.282
0.128,0.974,0.014,-0.122,-0.122,1.465
0.131,0.971,0.016,-0.488,-0.305,1.404
0.127,0.97,0.015,-0.488,-0.427,1.465
0.129,0.973,0.013,-0.61,-0.549,1.404
0.131,0.976,0.012,-0.671,-0.549,1.099
0.128,0.975,0.013,-0.427,-0.793,0.916
0.124,0.974,0.014,-0.366,-0.488,0.488
0.124,0.974,0.013,-0.244,0,0
0.125,0.974,0.012,-0.122,0.061,-0.549
0.125,0.977,0.012,-0.305,0,-0.916
0.12,0.977,0.01,-0.488,0.122,-1.404
0.123,0.979,0.009,-0.427,0.366,-1.465
0.128,0.981,0.009,-0.732,0.427,-1.526
0.126,0.98,0.011,-0.732,0.61,-1.892
0.124,0.975,0.014,-0.793,0.549,-2.502
0.124,0.973,0.018,-0.732,0.549,-3.113
0.126,0.975,0.018,-0.916,0.305,-3.723
0.598,1.019,-0.038,0.244,8.789,23.987
0.621,1.02,-0.004,4.517,10.986,42.664
0.638,0.99,0.015,10.01,10.498,69.031
0.622,0.916,0.043,9.949,6.348,96.436
0.584,0.843,0.053,9.216,-8.789,136.353
0.531,0.751,-0.008,8.362,-14.465,146.118
0.47,0.742,-0.026,9.399,-15.564,150.635
0.391,0.739,-0.017,9.827,-13.794,151.123
0.297,0.751,-0.002,9.216,-12.634,150.085
0.227,0.8,-0.003,8.85,-13.489,149.841
0.252,0.853,-0.024,7.141,-15.991,149.963
0.295,0.86,-0.051,4.883,-16.846,150.33
0.229,0.862,-0.037,4.211,-14.221,149.231
0.192,0.833,-0.021,2.197,-11.536,145.081
0.169,0.816,-0.015,1.099,-10.437,138.306
0.122,0.788,-0.005,0.977,-9.338,128.479
0.068,0.79,0.002,0.122,-7.996,114.99
0.037,0.818,-0.002,-1.526,-7.019,98.145
0.017,0.857,-0.001,-0.244,-4.517,79.041
-0.002,0.909,0.005,1.831,-0.793,59.326
-0.014,0.966,0.023,3.479,2.747,40.71
-0.02,1.019,0.032,3.967,4.883,25.208
-0.026,1.06,0.039,4.272,5.981,13.245
-0.029,1.09,0.033,4.211,7.019,5.127
-0.028,1.106,0.039,4.517,8.728,0.122
-0.025,1.12,0.059,5.859,10.01,-2.747
-0.018,1.129,0.07,5.981,9.155,-3.906
-0.016,1.123,0.074,6.226,6.775,-3.967
-0.018,1.106,0.075,6.287,3.479,-3.479
-0.009,1.092,0.071,5.493,0.183,-3.296
0.003,1.083,0.063,4.333,-2.38,-3.174
0.01,1.075,0.055,3.601,-4.089,-2.747
0.013,1.06,0.05,2.808,-4.944,-2.014
0.023,1.046,0.044,1.648,-5.371,-0.427
0.036,1.031,0.035,0.488,-5.493,1.16
0.044,1.016,0.027,-0.977,-4.883,2.563
0.041,1,0.025,-1.892,-3.906,3.601
0.034,0.982,0.024,-2.625,-2.747,4.822
0.043,0.969,0.026,-3.357,-1.526,5.676
0.054,0.956,0.028,-4.089,-0.854,5.493
0.057,0.946,0.026,-4.272,-1.038,4.761
0.06,0.935,0.021,-4.395,-1.465,3.235
0.065,0.926,0.016,-4.639,-1.465,0.977
0.074,0.926,0.011,-5.188,-1.221,-1.526
0.074,0.93,0.009,-4.883,-0.61,-3.967
0.075,0.928,0.009,-4.272,0.183,-6.409
0.076,0.93,0.01,-3.601,0.549,-8.484
0.079,0.939,0.011,-2.625,1.038,-10.132
0.086,0.951,0.013,-1.77,1.038,-10.925
0.088,0.958,0.017,-0.977,0.549,-11.108
0.093,0.959,0.021,-0.061,0.061,-10.681
0.099,0.958,0.022,1.038,-0.916,-9.583
0.1,0.958,0.022,1.892,-1.892,-8.179
0.103,0.958,0.021,2.502,-2.747,-6.714
0.099,0.958,0.02,3.357,-3.296,-5.31
0.092,0.957,0.02,3.784,-3.54,-4.089
0.086,0.959,0.02,3.906,-3.54,-2.869
0.085,0.97,0.02,3.662,-3.174,-1.648
0.085,0.975,0.017,3.113,-2.808,0
0.081,0.978,0.011,2.38,-1.709,1.831
0.078,0.977,0.016,1.953,0.427,3.357
0.078,0.974,0.028,1.587,1.77,4.761
0.077,0.973,0.033,0.854,2.075,5.432
0.068,0.977,0.033,0.366,1.709,5.554
0.063,0.981,0.033,0.122,1.526,5.432
0.062,0.982,0.035,-0.061,1.526,5.554
0.066,0.985,0.038,0.244,1.221,5.859
0.067,0.986,0.04,0.61,0.427,5.554
0.065,0.984,0.038,0.977,-0.366,5.31
