aX,aY,aZ,gX,gY,gZ,gesture
0.451,0.64,0.659,-24.719,-2.869,16.357,6
0.437,0.709,0.651,-14.709,-1.221,15.015,6
0.421,0.75,0.645,-6.348,0.061,13,6
0.42,0.77,0.63,-2.319,0.732,10.681,6
0.424,0.783,0.612,-0.183,0.671,7.935,6
0.432,0.807,0.589,0.671,0.427,4.517,6
0.433,0.816,0.578,1.343,-0.793,-0.061,6
0.426,0.81,0.582,1.282,-2.441,-4.028,6
0.426,0.774,0.585,2.563,-4.028,-7.812,6
0.437,0.711,0.595,3.418,-4.944,-10.559,6
0.445,0.662,0.609,2.808,-6.042,-11.719,6
0.448,0.606,0.643,1.16,-7.263,-12.268,6
0.441,0.543,0.66,-1.709,-8.118,-12.451,6
0.444,0.486,0.673,-4.333,-8.606,-11.78,6
0.456,0.45,0.692,-5.188,-8.728,-10.01,6
0.463,0.443,0.707,-5.127,-8.484,-7.446,6
0.454,0.436,0.712,-4.395,-8.118,-5.127,6
0.446,0.413,0.723,-4.211,-7.324,-2.991,6
0.435,0.409,0.747,-5.737,-6.226,-0.488,6
0.427,0.437,0.762,-6.653,-4.517,1.892,6
0.421,0.465,0.751,-5.249,-2.625,3.357,6
0.41,0.473,0.734,-2.136,-0.488,4.7,6
0.405,0.488,0.717,-0.061,1.099,6.104,6
0.412,0.519,0.696,0.977,2.136,6.714,6
0.411,0.548,0.673,1.404,2.502,6.775,6
0.406,0.575,0.65,1.648,2.197,6.592,6
0.403,0.605,0.628,2.197,1.892,6.287,6
0.411,0.61,0.611,2.93,1.648,5.554,6
0.418,0.612,0.613,4.333,1.099,5.005,6
0.427,0.617,0.622,5.127,0.732,4.578,6
0.436,0.619,0.635,5.432,0,4.272,6
0.45,0.625,0.648,5.127,-0.793,3.906,6
0.457,0.628,0.655,4.517,-1.282,3.174,6
0.455,0.625,0.67,4.028,-1.648,2.563,6
0.448,0.611,0.694,3.601,-1.953,2.319,6
0.436,0.598,0.715,3.357,-1.892,2.197,6
0.425,0.583,0.734,3.113,-1.526,2.197,6
0.424,0.577,0.753,2.563,-1.038,2.563,6
0.426,0.571,0.761,1.587,-0.427,2.686,6
0.427,0.563,0.755,0.732,0.488,2.808,6
0.43,0.555,0.745,-0.427,1.16,2.808,6
0.43,0.552,0.73,-1.648,1.831,2.991,6
0.426,0.561,0.704,-3.113,2.625,2.869,6
0.428,0.56,0.662,-4.395,3.296,2.686,6
0.431,0.548,0.627,-4.395,3.723,2.319,6
0.431,0.545,0.609,-4.456,3.54,2.258,6
0.425,0.547,0.604,-3.967,2.563,2.625,6
0.42,0.562,0.606,-2.625,1.099,2.991,6
0.42,0.58,0.615,-0.549,-0.061,3.113,6
0.418,0.586,0.616,1.892,-0.854,2.869,6
0.418,0.574,0.629,3.601,-1.282,2.319,6
0.418,0.568,0.653,4.272,-1.648,2.197,6
0.419,0.563,0.676,3.906,-2.197,2.075,6
0.417,0.564,0.697,3.235,-2.563,2.075,6
0.416,0.569,0.711,2.747,-2.502,1.709,6
0.412,0.573,0.715,2.502,-1.831,1.587,6
0.415,0.571,0.723,2.319,-1.038,1.526,6
0.416,0.565,0.732,1.16,-0.305,1.526,6
0.409,0.566,0.731,-0.916,0.305,1.343,6
0.418,0.562,0.716,-2.991,1.038,0.793,6
0.431,0.557,0.699,-4.639,1.77,0.671,6
0.441,0.552,0.68,-6.042,1.77,0.793,6
0.449,0.565,0.663,-7.202,1.465,1.038,6
0.445,0.577,0.652,-7.08,0.977,1.16,6
0.437,0.592,0.641,-6.653,0.61,1.099,6
0.441,0.597,0.633,-5.249,0.488,1.038,6
0.445,0.593,0.637,-3.235,0.366,1.099,6
0.443,0.591,0.649,-1.465,-0.061,1.465,6
0.437,0.59,0.662,0.488,-0.366,1.709,6
0.433,0.592,0.676,1.343,-0.366,1.648,6
0.434,0.592,0.693,1.343,-0.366,1.404,6
0.43,0.584,0.698,0.977,-0.427,1.343,6
0.427,0.576,0.697,-0.244,-0.244,1.16,6
0.428,0.575,0.694,-1.404,-0.061,0.916,6
0.425,0.577,0.695,-2.38,0,0.916,6
0.427,0.568,0.685,-2.747,0.244,0.61,6
0.427,0.562,0.677,-3.174,0.366,0.427,6
0.423,0.559,0.665,-3.601,0.366,0.244,6
0.428,0.562,0.654,-3.723,0.122,0.427,6
0.434,0.563,0.652,-4.089,-0.244,0.732,6
0.432,0.568,0.665,-4.822,-0.854,1.099,6
0.426,0.566,0.669,-5.737,-1.526,1.343,6
0.425,0.581,0.674,-6.592,-1.77,1.465,6
0.424,0.595,0.666,-6.653,-1.587,1.282,6
0.432,0.591,0.664,-5.676,-1.221,0.977,6
0.437,0.586,0.661,-4.944,-1.343,0.977,6
0.438,0.592,0.656,-4.272,-1.526,0.793,6
0.435,0.594,0.65,-3.296,-1.587,0.732,6
0.431,0.594,0.65,-1.953,-1.892,0.61,6
0.423,0.593,0.655,-0.061,-1.709,0.427,6
0.422,0.587,0.668,1.587,-1.709,0.244,6
0.427,0.584,0.672,2.258,-1.587,-0.183,6
0.433,0.576,0.673,2.197,-1.465,-0.305,6
0.432,0.57,0.676,1.648,-1.404,-0.061,6
0.306,1.285,0.38,101.074,-6.653,-27.039,6
0.281,1.047,0.513,103.149,-10.132,-36.682,6
0.242,0.868,0.632,94.055,-12.024,-45.227,6
0.259,0.667,0.706,75.989,-12.39,-51.941,6
0.304,0.588,0.789,53.406,-14.16,-54.016,6
0.336,0.614,0.807,42.664,-15.93,-56.152,6
0.341,0.514,0.809,45.593,-15.442,-59.021,6
0.371,0.432,0.784,53.223,-13.55,-57.983,6
0.374,0.342,0.788,56.885,-11.292,-55.237,6
0.39,0.366,0.765,60.547,-10.132,-52.185,6
0.427,0.343,0.696,70.435,-9.094,-49.988,6
0.429,0.185,0.677,78.674,-7.69,-45.654,6
0.459,0.2,0.645,82.336,-6.836,-37.415,6
0.477,0.21,0.634,82.092,-5.859,-30.273,6
0.483,0.203,0.61,75.745,-5.005,-22.949,6
0.486,0.187,0.621,62.378,-5.249,-14.16,6
0.498,0.221,0.627,44.067,-6.47,-4.822,6
0.495,0.211,0.645,24.17,-7.019,2.686,6
0.482,0.263,0.697,0.793,-7.019,9.949,6
0.467,0.394,0.742,-20.569,-6.592,15.32,6
0.448,0.53,0.76,-36.377,-6.104,17.334,6
0.433,0.621,0.757,-41.321,-4.15,17.578,6
0.422,0.684,0.737,-37.964,-1.831,16.785,6
0.42,0.732,0.707,-29.297,0.854,14.709,6
0.428,0.752,0.672,-18.066,2.686,11.658,6
0.436,0.748,0.639,-7.69,3.418,8.118,6
0.438,0.738,0.609,-0.305,3.052,4.883,6
0.442,0.747,0.584,4.089,2.136,1.709,6
0.451,0.736,0.574,6.348,0.977,-1.343,6
0.451,0.689,0.579,6.042,-0.244,-3.357,6
0.454,0.633,0.589,4.333,-1.465,-4.517,6
0.459,0.604,0.607,1.465,-2.625,-5.127,6
0.461,0.592,0.619,-0.916,-3.662,-5.432,6
0.467,0.565,0.657,-3.113,-4.761,-5.066,6
0.466,0.548,0.697,-4.639,-5.737,-4.333,6
0.457,0.529,0.714,-4.639,-5.859,-3.845,6
0.455,0.508,0.724,-3.662,-5.371,-3.235,6
0.446,0.495,0.729,-1.953,-4.333,-2.625,6
0.435,0.484,0.718,-0.122,-3.113,-1.77,6
0.44,0.479,0.708,1.343,-2.319,-0.61,6
0.443,0.481,0.707,1.526,-1.709,0.732,6
0.439,0.495,0.712,0.977,-1.587,2.014,6
0.433,0.505,0.709,1.038,-1.404,3.296,6
0.427,0.513,0.7,0.854,-0.854,4.639,6
0.421,0.531,0.687,1.038,-0.183,5.432,6
0.422,0.556,0.674,0.977,0.671,5.127,6
0.42,0.563,0.659,0.793,1.221,4.7,6
0.422,0.564,0.641,0.061,1.343,4.15,6
0.424,0.566,0.631,-0.427,1.221,3.723,6
0.426,0.575,0.628,-0.549,0.854,3.54,6
0.43,0.575,0.628,0,0.61,3.113,6
0.434,0.575,0.632,1.343,0.122,3.052,6
0.437,0.588,0.634,2.563,-0.366,2.991,6
0.446,0.585,0.637,3.662,-0.732,2.502,6
0.451,0.583,0.646,4.761,-0.732,2.197,6
0.452,0.587,0.67,4.944,-0.977,2.319,6
0.444,0.579,0.696,4.822,-1.282,2.441,6
0.435,0.577,0.721,3.967,-1.221,2.563,6
0.428,0.584,0.734,2.747,-0.793,2.563,6
0.428,0.581,0.736,1.038,-0.183,2.014,6
0.426,0.582,0.727,-0.732,0.305,1.709,6
0.427,0.584,0.709,-2.075,0.916,1.587,6
0.428,0.582,0.685,-3.296,1.282,1.099,6
0.433,0.575,0.658,-3.784,1.648,0.916,6
0.441,0.576,0.632,-2.747,1.587,1.221,6
0.452,0.578,0.613,-1.526,1.465,1.038,6
0.455,0.58,0.606,-0.366,0.732,1.343,6
0.457,0.573,0.608,1.282,0.122,1.282,6
0.455,0.564,0.622,2.686,-0.61,1.282,6
0.455,0.564,0.635,3.174,-1.282,1.953,6
0.458,0.568,0.659,3.662,-1.709,2.502,6
0.454,0.57,0.674,3.967,-1.953,3.418,6
0.446,0.575,0.691,4.395,-2.075,3.784,6
0.439,0.58,0.707,4.639,-1.953,3.967,6
0.432,0.584,0.714,4.395,-1.587,3.967,6
0.422,0.584,0.716,3.54,-1.099,3.845,6
0.417,0.584,0.713,2.38,-0.61,3.296,6
0.409,0.583,0.702,1.16,0,2.991,6
0.408,0.576,0.689,-0.183,0.305,2.38,6
0.412,0.564,0.681,-1.404,0.61,1.892,6
0.413,0.56,0.677,-2.319,0.549,1.648,6
0.416,0.566,0.672,-2.808,0.488,1.465,6
0.421,0.567,0.661,-2.747,0.61,1.099,6
0.43,0.562,0.653,-2.014,0.671,0.977,6
0.437,0.559,0.653,-1.343,0.61,0.977,6
0.437,0.56,0.661,-1.099,0.305,1.16,6
0.435,0.561,0.668,-0.793,0.122,1.343,6
0.434,0.561,0.672,-0.244,0.244,1.526,6
0.437,0.566,0.669,0.305,0.366,1.648,6
0.444,0.572,0.665,0.61,0.732,1.587,6
0.445,0.57,0.672,0.488,0.793,1.648,6
0.443,0.56,0.677,-0.427,0.854,1.831,6
0.442,0.563,0.681,-1.343,0.916,1.953,6
0.438,0.565,0.695,-2.38,1.16,1.831,6
0.433,0.563,0.704,-3.357,1.404,2.136,6
0.433,0.559,0.696,-3.967,1.953,2.441,6
0.44,0.566,0.683,-4.395,2.625,2.869,6
0.443,0.572,0.668,-4.211,2.93,2.747,6
0.442,0.571,0.656,-3.662,2.991,2.747,6
0.435,0.581,0.646,-2.808,2.93,2.686,6
0.434,0.583,0.641,-2.136,2.869,2.197,6
0.432,0.581,0.643,-1.465,2.563,1.709,6
0.434,0.573,0.651,-1.343,2.197,1.648,6
0.435,0.567,0.657,-1.16,1.526,1.404,6
0.436,0.569,0.664,-1.099,0.916,1.404,6
0.436,0.57,0.675,-0.61,0.916,1.282,6
0.435,0.569,0.678,0,0.793,1.16,6
0.434,0.566,0.677,0.305,0.671,1.099,6
0.436,0.566,0.677,0.244,0.671,0.793,6
0.434,0.563,0.677,-0.549,0.488,0.732,6
0.435,0.563,0.674,-1.221,0.427,0.916,6
0.438,0.568,0.676,-1.526,0,0.854,6
0.44,0.574,0.677,-1.648,-0.305,0.916,6
0.443,0.579,0.675,-1.709,-0.488,0.854,6
0.443,0.584,0.669,-1.709,-0.671,0.61,6
0.442,0.586,0.667,-1.526,-0.549,0.122,6
0.443,0.582,0.662,-1.587,-0.549,-0.061,6
0.444,0.575,0.654,-1.526,-0.671,-0.183,6
0.451,0.571,0.652,-1.343,-0.793,-0.244,6
0.454,0.653,0.895,19.531,3.235,-21.423,6
0.468,0.605,0.89,12.085,4.211,-24.963,6
0.491,0.576,0.889,4.395,5.676,-27.344,6
0.526,0.544,0.885,-1.221,6.958,-27.893,6
0.541,0.515,0.864,-6.531,8.911,-27.71,6
0.485,0.513,0.834,-9.827,12.817,-26.55,6
0.621,0.512,0.768,-5.92,20.325,-20.813,6
0.699,0.486,0.724,-0.549,22.949,-21.973,6
0.658,0.559,0.688,0.549,22.461,-26.184,6
0.626,0.543,0.651,9.155,24.231,-24.414,6
0.661,0.46,0.608,20.02,26.672,-20.325,6
0.679,0.416,0.578,24.109,27.283,-18.25,6
0.664,0.402,0.589,21.79,26.306,-16.052,6
0.625,0.365,0.627,17.151,25.269,-11.658,6
0.61,0.333,0.603,10.254,24.536,-6.958,6
0.611,0.33,0.581,1.587,24.048,-3.357,6
0.621,0.369,0.551,-5.615,23.376,1.587,6
0.62,0.373,0.55,-9.338,23.071,7.202,6
0.595,0.338,0.554,-10.742,22.156,13.428,6
0.583,0.23,0.536,-14.221,20.203,20.935,6
0.574,0.148,0.502,-24.841,15.015,30.029,6
0.552,0.136,0.431,-38.208,10.193,37.903,6
0.549,0.144,0.359,-48.34,6.165,44.983,6
0.56,0.172,0.297,-58.167,2.014,52.551,6
0.566,0.235,0.258,-65.979,-2.258,59.875,6
0.55,0.337,0.239,-69.458,-6.958,65.552,6
0.52,0.483,0.199,-68.054,-11.108,70.557,6
0.492,0.686,0.163,-63.599,-14.648,73.181,6
0.464,0.948,0.134,-55.542,-17.029,72.449,6
0.432,1.123,0.133,-42.297,-20.02,68.542,6
0.409,1.191,0.142,-30.029,-24.597,62.256,6
0.375,1.192,0.105,-19.958,-30.457,53.894,6
0.375,1.215,0.055,-11.292,-36.682,41.443,6
0.38,1.318,0.076,0.427,-44.922,25.635,6
0.346,1.499,0.126,24.353,-53.345,5.432,6
0.383,1.653,0.131,63.904,-58.96,-17.151,6
0.369,1.601,0.306,115.967,-62.134,-37.415,6
0.383,0.953,0.657,165.283,-56.335,-52.124,6
0.373,0.696,1.273,173.584,-41.321,-57.068,6
0.152,0.509,1.599,157.837,-27.039,-64.697,6
0.158,0.456,1.692,130.554,-12.878,-70.435,6
0.234,0.192,1.548,118.164,2.808,-72.632,6
0.29,0.046,1.291,101.257,17.334,-75.256,6
0.406,0.166,0.953,78.369,28.442,-68.909,6
0.499,0.081,0.665,59.814,30.334,-63.11,6
0.56,-0.061,0.434,42.603,27.954,-57.861,6
0.574,-0.179,0.333,30.579,21.301,-48.706,6
0.574,-0.211,0.317,22.705,13.672,-35.583,6
0.597,-0.26,0.312,19.165,7.202,-21.179,6
0.625,-0.275,0.349,13.916,0.549,-7.629,6
0.652,-0.253,0.412,6.958,-5.31,7.446,6
0.649,-0.204,0.513,-9.399,-9.216,23.254,6
0.587,-0.046,0.624,-32.41,-11.536,38.086,6
0.518,0.113,0.688,-52.002,-11.292,50.842,6
0.486,0.373,0.711,-59.387,-8.667,62.378,6
0.461,0.503,0.646,-61.035,-6.104,64.331,6
0.44,0.599,0.563,-56.641,-3.418,65.43,6
0.457,0.67,0.492,-53.894,-1.892,66.833,6
0.471,0.653,0.485,-51.88,-2.197,68.298,6
0.505,0.618,0.486,-57.495,-3.601,69.763,6
0.506,0.574,0.451,-73.364,-7.629,71.228,6
0.502,0.607,0.443,-101.746,-12.207,73.059,6
0.489,0.846,0.493,-131.714,-17.09,72.449,6
0.434,1.133,0.6,-149.597,-21.667,66.589,6
0.373,1.435,0.706,-135.01,-21.118,56.274,6
0.314,1.479,0.798,-98.999,-16.235,40.71,6
0.305,1.369,0.826,-57.373,-9.033,25.818,6
0.322,1.26,0.847,-16.357,-2.441,12.756,6
0.404,1.228,0.86,20.02,3.174,-4.15,6
0.397,1.26,0.889,55.786,5.981,-24.536,6
0.346,1.122,0.872,90.759,10.498,-42.48,6
0.307,0.915,0.816,109.009,15.869,-54.382,6
0.304,0.753,0.709,108.215,19.958,-62.561,6
0.372,0.674,0.581,96.375,20.691,-67.749,6
0.435,0.553,0.501,84.29,18.311,-70.068,6
0.481,0.389,0.467,71.594,14.038,-70.557,6
0.52,0.335,0.433,60.486,7.751,-69.031,6
0.541,0.388,0.413,61.584,1.77,-65.186,6
0.538,0.307,0.438,77.332,-2.319,-60.608,6
0.542,0.195,0.521,89.783,-5.066,-55.176,6
0.555,0.188,0.556,100.586,-6.042,-46.753,6
0.58,0.06,0.587,107.422,-5.493,-37.109,6
0.593,-0.106,0.664,103.577,-5.981,-27.222,6
0.586,-0.195,0.743,88.196,-7.202,-16.479,6
0.564,-0.184,0.815,59.753,-8.179,-5.493,6
0.531,-0.073,0.834,25.452,-9.46,3.845,6
0.519,0.073,0.815,-6.836,-9.399,12.695,6
0.506,0.198,0.767,-31.006,-8.301,19.47,6
0.5,0.302,0.713,-49.377,-7.568,23.804,6
0.502,0.394,0.683,-59.814,-6.958,26.855,6
0.503,0.473,0.664,-60.791,-6.348,28.381,6
0.498,0.535,0.673,-53.406,-6.104,28.198,6
0.486,0.579,0.696,-43.213,-5.554,27.161,6
0.479,0.618,0.703,-32.349,-4.944,24.475,6
0.469,0.662,0.716,-19.897,-4.211,21.179,6
0.453,0.698,0.738,-8.057,-3.418,16.785,6
0.443,0.705,0.75,1.953,-2.319,11.963,6
0.447,0.687,0.749,8.545,-1.099,7.385,6
0.458,0.667,0.746,11.902,0,3.296,6
0.474,0.635,0.74,12.573,0.549,-0.183,6
0.488,0.575,0.733,11.047,0.671,-2.686,6
0.499,0.518,0.724,7.69,0.244,-4.333,6
0.502,0.48,0.717,4.578,-0.366,-5.249,6
0.501,0.453,0.706,1.77,-0.793,-5.554,6
0.501,0.429,0.699,-0.122,-1.099,-5.371,6
0.504,0.415,0.697,-1.221,-1.16,-4.333,6
0.502,0.407,0.696,-0.916,-1.221,-3.113,6
0.494,0.399,0.69,-0.61,-0.854,-2.014,6
0.489,0.396,0.685,-0.427,-0.671,-0.366,6
0.493,0.402,0.69,-0.793,-0.793,1.282,6
0.498,0.42,0.7,-1.465,-1.282,2.38,6
0.494,0.433,0.714,-2.563,-1.953,3.296,6
0.49,0.442,0.719,-4.15,-2.747,3.784,6
0.489,0.457,0.716,-6.409,-2.93,4.272,6
0.493,0.474,0.712,-7.751,-2.991,4.578,6
0.497,0.492,0.709,-8.789,-3.052,4.639,6
0.5,0.51,0.714,-8.972,-3.052,4.456,6
0.499,0.513,0.715,-8.423,-3.052,4.089,6
0.497,0.513,0.717,-7.751,-2.869,3.479,6
0.287,1.354,0.461,-75.378,-8.667,40.894,6
0.261,1.44,0.439,-50.903,-6.714,27.527,6
0.224,1.466,0.47,-20.691,-3.845,11.414,6
0.204,1.506,0.512,16.785,0.244,-6.287,6
0.197,1.449,0.55,61.218,5.371,-25.635,6
0.218,1.287,0.584,102.539,11.23,-43.274,6
0.258,1.109,0.619,132.263,16.663,-56.458,6
0.291,1.004,0.67,148.254,21.24,-66.223,6
0.294,0.891,0.706,154.358,24.841,-74.219,6
0.271,0.848,0.719,150.024,27.527,-80.383,6
0.298,0.881,0.675,144.531,29.053,-86.426,6
0.332,0.808,0.623,142.7,29.236,-91.797,6
0.392,0.71,0.557,144.409,27.161,-93.079,6
0.449,0.663,0.486,142.822,25.818,-91.553,6
0.464,0.61,0.442,138.55,23.987,-91.431,6
0.455,0.439,0.43,139.587,20.02,-90.515,6
0.481,0.304,0.39,138.062,13.733,-86.975,6
0.545,0.133,0.338,141.357,8.911,-78.247,6
0.578,-0.156,0.399,133.545,3.479,-69.458,6
0.574,-0.283,0.443,114.502,-4.578,-61.523,6
0.567,-0.315,0.509,90.698,-12.024,-49.683,6
0.585,-0.322,0.565,64.819,-18.433,-36.987,6
0.597,-0.341,0.647,38.757,-22.583,-21.179,6
0.556,-0.345,0.725,9.583,-25.574,-4.761,6
0.509,-0.335,0.821,-25.33,-26.062,11.78,6
0.461,-0.222,0.906,-69.153,-23.926,29.114,6
0.438,-0.025,0.932,-111.938,-20.02,44.128,6
0.442,0.105,0.883,-145.874,-15.198,55.542,6
0.449,0.171,0.799,-170.105,-10.193,64.026,6
0.447,0.292,0.675,-184.082,-4.272,70.618,6
0.453,0.387,0.501,-191.589,2.38,75.5,6
0.49,0.403,0.328,-200.745,6.47,82.092,6
0.515,0.346,0.254,-213.135,4.578,91.248,6
0.552,0.372,0.213,-230.53,0.305,102.356,6
0.524,0.603,0.238,-241.394,-5.554,110.046,6
0.472,0.877,0.308,-230.225,-9.155,111.328,6
0.414,1.098,0.347,-196.899,-7.69,109.619,6
0.348,1.139,0.347,-152.1,-3.906,104.858,6
0.272,1.217,0.386,-114.38,-0.061,97.9,6
0.253,1.39,0.361,-74.89,3.784,89.172,6
0.215,1.458,0.306,-34.18,7.202,73.975,6
0.139,1.594,0.323,-4.822,8.057,54.138,6
0.132,1.756,0.372,24.109,8.24,29.602,6
0.104,1.751,0.414,63.904,10.803,4.211,6
0.116,1.579,0.44,98.938,14.343,-17.456,6
0.18,1.356,0.485,120.422,16.602,-33.447,6
0.218,1.136,0.563,124.756,16.785,-45.471,6
0.244,0.992,0.635,116.943,15.991,-55.603,6
0.276,0.852,0.689,107.056,15.442,-64.209,6
0.296,0.656,0.724,99.243,15.991,-68.787,6
0.322,0.525,0.731,92.224,17.212,-68.848,6
0.359,0.487,0.719,84.595,17.944,-67.017,6
0.401,0.558,0.665,79.285,16.968,-65.369,6
0.442,0.536,0.584,84.412,16.235,-62.927,6
0.468,0.396,0.542,91.003,15.137,-58.838,6
0.492,0.333,0.533,91.797,12.939,-53.101,6
0.515,0.369,0.54,86.548,10.681,-47.363,6
0.509,0.403,0.537,80.75,7.019,-43.274,6
0.508,0.407,0.523,74.219,3.235,-39.49,6
0.501,0.409,0.523,69.641,0.122,-35.4,6
0.515,0.362,0.543,65.674,-2.808,-30.457,6
0.529,0.316,0.582,56.03,-5.188,-24.17,6
0.534,0.278,0.609,43.518,-7.08,-17.273,6
0.542,0.26,0.629,28.625,-8.362,-10.437,6
0.542,0.281,0.656,12.939,-9.521,-4.028,6
0.527,0.315,0.67,0.183,-10.376,1.038,6
0.517,0.344,0.683,-9.338,-10.437,5.798,6
0.502,0.392,0.689,-15.015,-10.01,10.193,6
0.482,0.431,0.698,-16.541,-9.46,13.489,6
0.466,0.485,0.706,-15.869,-8.728,15.564,6
0.458,0.53,0.704,-12.939,-7.507,17.029,6
0.444,0.562,0.703,-9.46,-6.47,17.639,6
0.433,0.595,0.695,-6.348,-5.066,17.7,6
0.426,0.634,0.692,-4.456,-3.601,17.334,6
0.421,0.667,0.685,-4.089,-2.747,16.296,6
0.416,0.682,0.672,-6.287,-1.77,14.648,6
0.416,0.694,0.656,-10.01,-1.099,12.634,6
0.425,0.698,0.639,-15.625,-0.854,10.071,6
0.435,0.688,0.631,-20.264,-0.916,7.69,6
0.436,0.68,0.63,-23.621,-1.526,5.31,6
0.431,0.663,0.631,-25.208,-2.014,3.174,6
0.432,0.634,0.634,-25.085,-2.502,1.709,6
0.439,0.612,0.655,-24.719,-2.686,0.61,6
0.441,0.594,0.673,-22.095,-2.319,-0.305,6
0.441,0.568,0.687,-18.066,-2.136,-0.305,6
0.442,0.551,0.691,-14.465,-1.648,-0.061,6
0.444,0.54,0.681,-11.597,-1.099,0.427,6
0.448,0.538,0.664,-9.827,-0.61,1.038,6
0.448,0.548,0.644,-9.155,-0.244,1.587,6
0.446,0.578,0.635,-7.996,-0.244,1.709,6
0.443,0.593,0.626,-4.517,-0.244,1.953,6
0.437,0.585,0.621,-1.099,-0.427,2.319,6
0.433,0.588,0.621,0.732,-0.549,2.563,6
0.43,0.601,0.624,1.221,-0.854,2.319,6
0.423,0.606,0.626,1.404,-0.977,2.014,6
0.424,0.609,0.626,0.977,-1.282,1.465,6
0.43,0.613,0.623,0.305,-1.282,1.221,6
0.434,0.614,0.627,0,-1.526,0.916,6
0.436,0.615,0.63,-0.244,-1.892,0.671,6
0.442,0.617,0.634,-0.549,-2.014,0.488,6
0.445,0.621,0.634,-0.854,-2.136,0,6
0.449,0.62,0.635,-1.282,-2.258,-0.244,6
0.45,0.62,0.636,-1.16,-2.38,-0.366,6
0.447,0.607,0.64,-0.183,-2.441,-0.183,6
0.447,0.598,0.646,0.305,-2.319,0.183,6
0.445,0.602,0.655,-0.183,-2.38,0.854,6
0.44,0.61,0.657,-1.16,-2.38,1.099,6
0.436,0.618,0.659,-2.014,-1.892,1.099,6
0.437,0.623,0.655,-1.953,-1.221,1.099,6
0.441,0.625,0.643,-1.465,-0.793,0.977,6
0.444,0.621,0.633,-0.671,-0.549,0.793,6
0.444,0.621,0.628,-0.183,-0.366,0.793,6
0.444,0.623,0.627,0.366,-0.183,0.549,6
0.444,0.618,0.626,0.549,0,0.366,6
0.441,0.61,0.629,0.854,0.122,0.427,6
0.44,0.607,0.634,1.038,0.427,0.549,6
0.44,0.605,0.641,1.16,0.732,0.793,6
0.438,0.602,0.646,1.099,0.793,1.282,6
0.436,0.603,0.648,0.549,0.977,1.404,6
0.162,1.761,0.312,-34.79,-1.77,32.776,6
0.16,1.75,0.369,-12.695,0.488,13.672,6
0.182,1.712,0.45,13.123,1.404,-6.592,6
0.176,1.535,0.532,47.852,2.38,-29.541,6
0.193,1.37,0.625,88.074,6.165,-49.377,6
0.206,1.212,0.702,131.47,14.221,-64.88,6
0.198,1.068,0.751,171.692,24.17,-77.209,6
0.192,1.039,0.733,201.66,33.997,-87.28,6
0.249,0.952,0.669,221.924,42.358,-95.642,6
0.281,0.716,0.667,230.408,45.654,-101.44,6
0.285,0.612,0.665,220.093,46.204,-103.394,6
0.297,0.757,0.636,202.942,45.471,-105.591,6
0.333,0.858,0.547,198.792,43.64,-110.779,6
0.285,0.735,0.435,207.52,41.565,-111.877,6
0.399,0.474,0.35,213.196,46.814,-102.905,6
0.522,0.204,0.292,204.895,47.18,-97.534,6
0.588,0.015,0.277,182.129,38.33,-95.764,6
0.614,-0.114,0.236,159.119,27.161,-91.736,6
0.669,-0.262,0.225,140.442,16.846,-80.933,6
0.694,-0.331,0.3,119.873,5.92,-69.397,6
0.678,-0.331,0.439,105.286,-5.554,-58.35,6
0.648,-0.365,0.625,83.679,-13.977,-46.021,6
0.618,-0.441,0.744,63.66,-18.677,-31.128,6
0.568,-0.637,0.814,35.156,-20.813,-14.526,6
0.509,-0.77,0.781,-8.179,-21.057,3.54,6
0.503,-0.727,0.682,-82.642,-21.301,23.315,6
0.517,-0.486,0.608,-161.56,-24.536,41.687,6
0.523,-0.238,0.642,-216.98,-30.396,59.998,6
0.526,-0.097,0.73,-259.033,-34.668,78.064,6
0.513,0.026,0.83,-281.799,-33.63,90.881,6
0.48,0.222,0.859,-281.494,-26.55,97.412,6
0.447,0.3,0.741,-267.151,-16.785,102.417,6
0.463,0.307,0.521,-248.779,-8.972,109.802,6
0.521,0.5,0.391,-231.873,-3.967,116.516,6
0.464,0.817,0.381,-198.975,0.977,119.324,6
0.433,0.833,0.292,-159.241,7.08,117.798,6
0.372,0.873,0.193,-134.521,9.644,117.371,6
0.348,1.074,0.154,-118.896,9.521,117.493,6
0.323,1.233,0.077,-104.675,9.338,114.685,6
0.349,1.217,-0.027,-98.45,5.066,107.666,6
0.294,1.285,-0.047,-107.91,-3.052,98.877,6
0.23,1.636,0.039,-113.953,-13.855,84.351,6
0.199,1.913,0.13,-93.628,-21.301,64.209,6
0.166,1.982,0.257,-52.673,-23.499,39.124,6
0.133,1.909,0.465,-0.977,-22.766,12.268,6
0.077,1.838,0.682,62.195,-16.418,-15.076,6
0.067,1.545,0.82,134.46,-2.258,-40.894,6
0.094,1.15,0.931,186.584,14.038,-59.082,6
0.134,0.916,1.018,210.693,28.198,-70.496,6
0.203,0.766,1.071,209.534,39.49,-77.942,6
0.239,0.651,1.034,190.735,46.143,-82.581,6
0.298,0.603,0.908,162.231,48.95,-85.449,6
0.362,0.557,0.798,132.751,48.706,-86.731,6
0.352,0.431,0.703,104.37,46.875,-84.412,6
0.395,0.438,0.552,80.505,43.884,-80.139,6
0.443,0.503,0.393,66.223,40.527,-74.89,6
0.549,0.561,0.222,64.026,32.41,-72.144,6
