aX,aY,aZ,gX,gY,gZ
0.193,0.432,0.852,0.183,1.526,-0.061
0.189,0.434,0.862,1.526,1.587,-0.244
0.201,0.416,0.879,2.563,2.502,-0.183
0.209,0.405,0.891,3.174,3.235,-0.122
0.215,0.413,0.898,2.808,3.357,-0.122
0.137,-0.64,1.594,-58.655,4.272,19.287
0.105,-0.6,1.729,-79.346,3.906,26.855
0.07,-0.511,1.832,-91.064,8.972,32.227
0.065,-0.515,1.88,-91.858,40.039,47.791
0.116,-0.539,1.841,-84.656,58.899,57.556
0.131,-0.523,1.768,-76.111,77.637,63.965
0.13,-0.517,1.696,-70.557,94.91,68.909
0.143,-0.538,1.58,-69.214,110.779,74.524
0.144,-0.518,1.45,-74.402,121.948,78.491
0.13,-0.429,1.292,-83.984,128.052,82.764
0.098,-0.321,1.147,-93.506,130.737,88.44
0.083,-0.22,1.01,-99.304,130.981,94.421
0.079,-0.129,0.884,-100.708,128.479,100.586
0.076,-0.07,0.767,-99.792,122.864,105.286
0.075,-0.021,0.674,-98.755,115.295,108.643
0.068,0.044,0.584,-97.046,106.14,110.352
0.05,0.107,0.537,-94.543,95.703,110.168
0.036,0.117,0.52,-93.75,86.304,108.582
0.033,0.126,0.507,-96.497,78.186,106.628
0.041,0.173,0.494,-98.755,70.374,104.065
0.037,0.196,0.479,-101.013,62.012,99.609
0.013,0.253,0.469,-104.492,54.26,95.215
0.001,0.333,0.461,-106.079,47.18,92.224
-0.005,0.365,0.459,-104.187,41.321,89.355
-0.016,0.394,0.451,-98.633,36.865,86.304
-0.017,0.43,0.458,-91.125,32.959,82.397
-0.026,0.455,0.458,-80.994,29.785,76.965
-0.022,0.496,0.452,-67.749,27.466,71.228
0.003,0.506,0.444,-55.298,26.184,65.491
0.041,0.475,0.438,-45.41,24.658,59.448
0.077,0.448,0.453,-39.368,21.24,53.589
0.087,0.47,0.478,-34.973,17.395,49.133
0.092,0.495,0.518,-31.677,13.794,43.823
0.12,0.502,0.579,-29.297,11.169,39.795
0.151,0.495,0.608,-24.475,8.057,38.513
0.16,0.498,0.626,-17.456,6.409,35.828
0.194,0.472,0.646,-12.451,6.042,32.41
0.223,0.433,0.676,-9.766,5.676,30.273
0.242,0.413,0.714,-10.315,4.272,28.076
0.268,0.395,0.753,-15.991,2.502,27.039
0.276,0.41,0.775,-24.17,-0.488,26.184
0.274,0.44,0.784,-31.189,-3.662,25.33
0.283,0.427,0.782,-36.316,-5.249,24.841
0.288,0.434,0.759,-37.415,-5.31,25.33
0.3,0.448,0.744,-36.499,-5.005,25.33
0.304,0.461,0.737,-34.058,-4.15,25.024
0.291,0.498,0.741,-30.273,-3.662,24.109
0.27,0.531,0.765,-26.123,-3.235,22.034
0.248,0.543,0.791,-21.79,-1.77,20.02
0.229,0.534,0.803,-17.029,0.793,18.433
0.211,0.545,0.806,-12.939,3.601,17.334
0.204,0.535,0.815,-9.521,6.348,16.357
0.201,0.51,0.805,-6.165,8.972,15.076
0.231,0.507,0.799,-3.479,10.864,13.916
0.241,0.495,0.819,-2.014,11.047,13.062
0.234,0.513,0.833,-2.93,10.071,12.268
0.223,0.559,0.847,-4.822,8.545,11.23
0.213,0.575,0.852,-5.92,7.385,9.521
0.222,0.561,0.843,-5.554,7.019,7.385
0.24,0.544,0.828,-4.639,6.775,6.165
0.219,0.565,0.825,-2.625,6.348,4.883
0.207,0.531,0.826,-0.061,6.592,2.441
0.228,0.483,0.817,-1.16,7.507,1.221
0.248,0.479,0.794,-4.883,6.47,1.587
0.25,0.481,0.781,-8.057,3.967,1.77
0.248,0.473,0.778,-9.46,1.648,1.831
0.239,0.469,0.784,-10.193,0,2.136
0.231,0.47,0.791,-10.376,-1.16,2.319
0.226,0.469,0.797,-8.423,-1.465,2.502
0.226,0.456,0.792,-5.859,-1.404,2.563
0.227,0.448,0.794,-4.578,-1.099,2.747
0.237,0.44,0.783,-5.981,-1.282,2.686
0.24,0.465,0.776,-7.202,-2.563,3.357
0.235,0.49,0.758,-6.836,-3.54,3.479
0.225,0.508,0.748,-4.822,-4.15,2.93
0.218,0.508,0.741,-2.686,-4.333,2.563
0.223,0.498,0.739,-1.343,-4.15,2.808
0.227,0.496,0.748,-0.977,-3.967,2.93
0.229,0.501,0.752,-1.16,-4.272,2.563
0.229,0.5,0.755,-0.977,-4.761,1.953
0.22,0.503,0.743,-0.793,-5.005,1.648
0.208,0.521,0.744,-1.587,-5.127,1.221
0.212,0.542,0.764,-2.014,-4.089,0.916
0.242,0.48,0.78,-1.099,-1.831,0.671
0.254,0.448,0.777,-1.953,0.183,0.732
0.25,0.477,0.786,-5.493,0.732,1.282
0.246,0.487,0.792,-9.46,0.977,1.831
0.241,0.492,0.803,-13.123,1.404,2.075
0.235,0.533,0.815,-15.625,1.77,2.136
0.229,0.56,0.824,-15.564,2.747,1.77
0.219,0.562,0.824,-13.306,4.272,0.732
0.225,0.568,0.816,-10.681,6.104,-0.366
0.233,0.563,0.806,-7.446,7.629,-1.587
0.249,0.542,0.784,-4.028,9.033,-2.563
0.267,0.527,0.757,-1.526,9.338,-3.174
0.271,0.514,0.727,-0.977,8.789,-3.54
0.265,0.506,0.719,-1.526,7.324,-3.601
0.252,0.495,0.734,-3.906,5.737,-3.296
0.247,0.489,0.747,-5.92,4.517,-2.747
0.244,0.499,0.753,-6.47,3.906,-2.686
0.243,0.497,0.751,-5.615,3.723,-3.235
0.245,0.482,0.754,-4.578,3.479,-3.967
0.253,0.48,0.771,-4.028,3.784,-4.333
0.252,0.488,0.791,-3.54,4.333,-4.822
0.253,0.491,0.809,-2.991,5.005,-5.127
0.255,0.487,0.808,-1.831,5.737,-5.493
0.252,0.477,0.817,-1.404,5.615,-6.348
0.25,0.473,0.83,-2.625,5.798,-6.47
0.257,0.48,0.839,-4.272,6.165,-6.226
0.268,0.492,0.84,-5.371,5.92,-6.226
0.276,0.515,0.828,-4.944,5.005,-6.531
0.279,0.523,0.814,-3.418,4.333,-6.226
0.276,0.522,0.805,-1.77,3.723,-5.737
0.275,0.539,0.81,-1.221,2.808,-5.737
0.271,0.546,0.818,-1.221,2.136,-5.554
0.283,0.538,0.825,-1.282,1.587,-5.066
0.288,0.544,0.83,-1.892,0.854,-4.517
0.29,0.56,0.834,-2.625,0,-4.211
0.286,0.549,0.832,-2.258,-0.854,-3.662
0.223,-0.389,1.463,-21.423,6.531,20.874
0.236,-0.383,1.491,-31.555,12.268,24.414
0.246,-0.361,1.504,-41.87,18.005,28.748
0.26,-0.344,1.492,-50.049,23.071,33.203
0.249,-0.314,1.455,-62.378,31.616,41.382
0.245,-0.25,1.373,-65.735,36.438,45.288
0.24,-0.217,1.341,-68.909,41.199,48.401
0.24,-0.199,1.306,-72.632,46.265,50.11
0.247,-0.151,1.264,-74.707,51.88,54.382
0.259,-0.145,1.231,-77.759,55.237,56.702
0.269,-0.124,1.196,-82.825,57.129,57.251
0.279,-0.126,1.169,-88.806,57.129,56.885
0.264,-0.106,1.128,-94.543,56.396,57.556
0.257,-0.088,1.083,-98.511,55.481,59.448
0.248,-0.082,1.028,-101.013,54.138,61.523
0.235,-0.057,0.984,-101.44,52.307,64.026
0.231,-0.036,0.955,-100.464,50.72,66.223
0.231,-0.015,0.919,-97.534,50.11,68.604
0.229,0.011,0.886,-93.384,49.805,70.251
0.228,0.045,0.852,-90.027,49.133,70.74
0.225,0.068,0.826,-88.074,48.096,71.106
0.226,0.079,0.806,-86.914,47.18,71.533
0.233,0.076,0.786,-86.548,46.631,72.815
0.233,0.066,0.766,-86.548,45.532,74.951
0.223,0.087,0.733,-86.731,43.152,77.393
0.212,0.12,0.711,-86.975,40.527,79.285
0.206,0.154,0.694,-88.623,37.964,80.322
0.201,0.169,0.665,-90.149,35.339,80.75
0.202,0.177,0.639,-91.003,32.166,81.665
0.204,0.191,0.611,-92.163,28.687,82.153
0.192,0.181,0.588,-91.98,24.536,81.787
0.167,0.209,0.578,-91.919,20.447,81.543
0.149,0.263,0.57,-90.515,17.151,80.811
0.132,0.304,0.558,-86.182,15.869,79.712
0.137,0.331,0.551,-79.346,15.625,79.285
0.138,0.354,0.556,-72.144,16.968,72.449
0.146,0.382,0.573,-63.232,19.592,64.209
0.146,0.38,0.57,-54.871,21.484,61.89
0.126,0.379,0.57,-49.133,22.156,58.289
0.101,0.408,0.576,-46.021,23.132,58.777
0.113,0.432,0.577,-43.396,25.635,63.66
0.168,0.428,0.566,-39.063,26.794,69.031
0.175,0.418,0.566,-36.194,22.766,70.557
0.149,0.45,0.573,-38.94,17.517,66.65
0.131,0.5,0.581,-42.542,13.062,62.622
0.134,0.542,0.583,-45.41,11.169,59.204
0.133,0.571,0.585,-46.753,9.766,55.786
0.127,0.59,0.575,-48.035,9.033,52.307
0.122,0.62,0.571,-47.852,8.484,48.34
0.139,0.632,0.587,-47.485,8.972,44.25
0.147,0.648,0.6,-45.288,9.949,40.649
0.15,0.651,0.628,-42.175,10.681,36.865
0.164,0.666,0.657,-37.72,11.719,33.325
0.16,0.672,0.675,-30.09,12.634,29.785
0.166,0.661,0.682,-22.461,14.038,26.611
0.18,0.653,0.68,-15.503,15.564,23.682
0.184,0.629,0.682,-10.132,16.113,21.362
0.192,0.626,0.669,-7.019,17.09,19.409
0.207,0.633,0.654,-5.676,17.578,17.639
0.218,0.621,0.651,-6.714,16.479,16.418
0.224,0.621,0.646,-9.827,14.16,15.686
0.217,0.619,0.665,-13.489,11.414,14.648
0.221,0.612,0.639,-18.677,8.789,13.672
0.209,0.686,0.584,-25.635,3.113,12.878
0.154,0.765,0.583,-31.616,-5.005,9.216
0.142,0.783,0.605,-30.273,-8.118,6.226
0.163,0.754,0.651,-23.743,-6.226,4.578
0.191,0.714,0.683,-15.625,-3.906,3.052
0.218,0.682,0.698,-9.583,-2.747,1.465
0.241,0.655,0.724,-7.202,-2.38,0.488
0.258,0.614,0.738,-6.897,-2.93,0.122
0.273,0.589,0.752,-8.301,-3.54,0.549
0.28,0.599,0.762,-9.338,-3.845,1.526
0.277,0.617,0.757,-8.545,-3.906,2.014
0.271,0.632,0.744,-6.104,-4.211,2.014
0.26,0.633,0.731,-2.686,-3.479,2.075
0.266,0.625,0.721,0.854,-1.953,2.502
0.257,0.625,0.72,2.808,-0.793,2.747
0.252,0.619,0.721,3.235,0.244,3.54
0.255,0.607,0.724,2.686,1.16,4.639
0.251,0.6,0.728,1.953,2.075,5.31
0.245,0.592,0.744,0.366,2.441,5.92
0.245,0.591,0.716,-1.465,2.747,6.714
0.224,0.639,0.673,-4.15,1.404,7.019
0.209,0.671,0.65,-5.371,-0.854,6.226
0.197,0.653,0.66,-3.723,-2.014,5.127
0.189,0.654,0.669,-2.014,-2.136,4.333
0.178,0.675,0.668,-0.244,-2.441,3.174
0.18,0.665,0.672,1.587,-2.38,1.709
0.184,0.62,0.687,2.502,-1.892,0.977
0.197,0.602,0.696,1.831,-1.282,0.549
0.209,0.602,0.709,0.732,-1.282,0.061
0.217,0.598,0.723,-0.549,-1.648,-0.183
0.224,0.595,0.729,-1.038,-2.075,-0.549
0.227,0.599,0.732,-1.343,-2.136,-0.793
0.225,0.602,0.74,-1.404,-1.77,-1.038
0.227,0.6,0.747,-1.099,-0.977,-1.16
0.232,0.613,0.739,-0.916,0,-1.343
0.231,0.614,0.725,-0.183,0.549,-1.587
0.238,0.608,0.72,0.122,1.16,-1.892
0.242,0.622,0.719,-0.427,1.282,-1.831
0.242,0.626,0.723,-0.977,1.038,-1.77
0.243,0.626,0.727,-2.014,0.732,-1.404
0.245,0.62,0.733,-2.38,0.732,-0.977
0.243,0.611,0.725,-2.197,1.16,-0.488
0.249,0.621,0.722,-1.953,1.221,0.122
0.258,0.622,0.725,-2.136,1.587,0.488
0.253,0.616,0.718,-2.258,1.282,1.099
0.253,0.618,0.707,-2.686,0.854,1.77
0.243,0.624,0.701,-2.563,-0.122,2.197
0.235,0.627,0.701,-1.831,-0.732,2.686
0.234,0.63,0.703,-0.122,-0.61,2.991
0.228,0.64,0.692,1.648,-0.183,2.747
0.221,0.632,0.681,3.235,-0.732,2.258
0.217,0.626,0.702,2.747,-1.099,2.258
0.21,0.635,0.726,1.16,-0.977,2.319
0.204,0.635,0.742,-0.427,-1.343,1.831
0.2,0.645,0.743,-1.038,-1.282,1.587
0.203,0.658,0.738,-0.732,-0.977,1.038
0.21,-0.323,1.559,-39.795,13.245,22.644
0.22,-0.351,1.55,-44.861,20.813,30.762
0.213,-0.333,1.517,-50.354,27.405,37.415
0.202,-0.309,1.478,-56.091,34.607,41.565
0.179,-0.261,1.423,-61.096,42.419,44.617
0.188,-0.253,1.359,-65.002,49.683,46.265
0.184,-0.225,1.294,-68.726,55.481,46.692
0.167,-0.191,1.238,-70.679,61.584,50.293
0.178,-0.173,1.175,-71.655,66.833,53.345
0.18,-0.173,1.123,-73.73,68.909,53.955
0.153,-0.117,1.07,-78.186,69.153,52.612
0.133,-0.071,1.02,-80.75,70.068,56.458
0.132,-0.079,0.99,-83.13,72.388,60.73
0.156,-0.087,0.956,-84.9,74.524,66.223
0.168,-0.077,0.924,-85.754,74.402,70.313
0.158,-0.044,0.885,-87.585,72.876,72.876
0.163,-0.003,0.852,-89.539,70.557,73.486
0.161,0.016,0.826,-90.576,67.261,73.303
0.156,0.031,0.803,-90.332,64.819,73.547
0.16,0.071,0.773,-89.539,63.721,73.853
