aX,aY,aZ,gX,gY,gZ
-0.218,-0.561,1.369,32.043,62.683,31.189
-0.206,-0.594,1.349,32.043,66.711,36.377
-0.222,-0.602,1.297,30.823,69.824,42.175
-0.219,-0.614,1.247,29.602,75.5,47.302
-0.221,-0.617,1.203,28.748,82.031,54.382
-0.21,-0.629,1.169,28.076,90.271,62.195
-0.158,-0.627,1.147,24.475,98.755,67.688
-0.095,-0.597,1.104,20.691,103.882,72.937
-0.07,-0.561,1.064,20.447,106.14,78.857
-0.037,-0.511,1.001,25.146,107.483,84.656
-0.013,-0.48,0.934,31.86,105.774,90.881
-0.001,-0.476,0.89,37.903,103.699,96.436
0.021,-0.482,0.873,41.26,101.929,100.891
0.051,-0.501,0.862,41.138,99.426,104.553
0.062,-0.494,0.86,39.063,96.436,107.422
0.064,-0.452,0.885,35.339,94.055,110.168
0.081,-0.411,0.864,31.982,91.248,112
0.104,-0.409,0.835,27.039,87.83,113.525
0.138,-0.433,0.785,21.057,83.618,115.662
0.156,-0.44,0.736,14.648,78.247,117.981
0.172,-0.428,0.669,8.667,73.425,119.446
0.195,-0.391,0.632,6.104,68.665,120.789
0.209,-0.368,0.637,6.348,62.805,122.192
0.216,-0.327,0.653,9.521,56.824,122.925
0.219,-0.28,0.681,13.916,51.575,122.681
0.228,-0.257,0.749,16.541,48.096,121.704
0.241,-0.229,0.804,21.118,45.532,120.361
0.247,-0.217,0.8,26.978,43.335,118.469
0.241,-0.239,0.777,31.494,40.466,117.493
0.252,-0.245,0.744,35.156,38.269,116.76
0.279,-0.244,0.699,35.4,36.255,114.99
0.296,-0.242,0.644,33.936,33.447,113.037
0.306,-0.222,0.595,33.875,29.907,111.755
0.321,-0.225,0.576,31.738,25.879,110.413
0.346,-0.214,0.608,27.771,21.606,108.154
0.335,-0.181,0.66,26.917,17.09,105.652
0.336,-0.184,0.708,25.635,16.907,102.112
0.349,-0.204,0.74,25.696,15.015,98.45
0.347,-0.207,0.766,24.902,13.367,94.849
0.35,-0.177,0.755,24.414,12.329,89.783
0.352,-0.13,0.74,24.231,9.888,85.083
0.359,-0.123,0.728,23.071,7.263,80.627
0.364,-0.141,0.719,21.851,4.944,76.416
0.369,-0.138,0.716,20.447,2.991,73.364
0.385,-0.132,0.726,17.822,1.099,69.641
0.389,-0.119,0.735,14.404,-0.793,65.186
0.387,-0.125,0.756,11.475,-2.869,60.791
0.386,-0.146,0.796,8.545,-4.761,55.847
0.386,-0.168,0.836,6.592,-6.226,50.964
0.392,-0.175,0.849,5.188,-6.897,46.509
0.4,-0.146,0.827,5.31,-6.775,41.992
0.404,-0.145,0.822,6.531,-7.019,37.781
0.407,-0.166,0.831,9.155,-6.714,34.363
0.422,-0.175,0.826,11.169,-6.287,31.677
0.437,-0.21,0.823,12.024,-6.104,28.381
0.438,-0.234,0.832,10.986,-6.165,25.879
0.443,-0.227,0.842,8.057,-6.104,22.888
0.448,-0.224,0.865,4.028,-6.042,19.592
0.438,-0.227,0.892,0.854,-5.615,16.663
0.437,-0.232,0.899,-0.977,-4.883,13.977
0.434,-0.207,0.888,-1.953,-3.845,11.292
0.447,-0.18,0.87,-1.099,-1.953,8.85
0.458,-0.192,0.867,-0.305,-0.916,6.348
0.466,-0.227,0.879,0.061,-0.122,4.333
0.465,-0.266,0.883,-0.061,0.488,2.991
0.466,-0.283,0.883,-1.16,1.099,2.014
0.468,-0.275,0.872,-2.869,1.526,0.916
0.47,-0.261,0.838,-3.662,1.648,-0.061
0.481,-0.264,0.816,-2.197,1.77,-0.183
0.485,-0.279,0.807,-0.427,1.892,0.549
0.487,-0.305,0.815,0.427,1.77,1.221
0.486,-0.322,0.827,1.831,1.953,2.136
0.489,-0.322,0.841,2.93,2.38,3.174
0.495,-0.32,0.849,3.357,1.77,3.784
0.493,-0.331,0.847,3.723,1.404,4.272
0.498,-0.337,0.837,4.272,1.587,5.432
0.504,-0.315,0.832,4.395,1.465,6.287
0.5,-0.276,0.827,3.967,1.282,6.409
0.471,-0.244,0.825,3.784,1.465,6.226
0.494,-0.235,0.818,5.005,2.869,5.676
0.5,-0.201,0.798,7.141,3.296,5.676
0.486,-0.251,0.813,9.827,3.418,5.005
0.5,-0.295,0.822,7.996,3.296,4.639
0.493,-0.27,0.836,5.005,2.869,4.211
0.49,-0.25,0.853,0.916,2.441,2.258
0.491,-0.244,0.867,-2.747,1.953,0.854
0.49,-0.253,0.868,-6.226,1.282,-0.244
0.497,-0.264,0.864,-8.606,1.282,-1.16
0.504,-0.267,0.844,-8.667,1.709,-1.709
0.502,-0.27,0.833,-6.836,1.343,-1.648
0.505,-0.246,0.828,-3.845,0.916,-1.953
0.51,-0.243,0.818,-0.183,0.854,-2.502
0.504,-0.281,0.808,2.38,0.793,-2.686
0.52,-0.305,0.798,3.296,1.221,-2.686
0.515,-0.309,0.809,2.014,0.427,-2.197
0.505,-0.313,0.827,-1.282,-0.61,-1.831
0.5,-0.31,0.84,-6.042,-1.465,-1.831
0.49,-0.305,0.852,-11.841,-2.93,-1.648
0.48,-0.292,0.857,-17.212,-3.357,-2.075
0.474,-0.282,0.855,-20.996,-3.296,-2.625
0.471,-0.263,0.842,-21.851,-2.563,-3.235
0.472,-0.199,0.798,-19.287,-1.648,-3.418
0.49,-0.146,0.798,-17.273,-0.793,-4.517
0.48,-0.144,0.817,-13.794,-0.793,-6.409
0.465,-0.198,0.837,-10.01,-1.099,-7.446
0.462,-0.259,0.818,-7.019,-0.854,-7.446
0.471,-0.286,0.816,-6.287,0,-7.019
0.476,-0.306,0.833,-7.69,0.244,-6.836
0.473,-0.304,0.855,-8.972,-0.183,-6.653
0.474,-0.277,0.859,-10.132,-0.488,-6.165
0.485,-0.249,0.847,-10.559,-0.671,-5.737
0.493,-0.257,0.837,-10.071,-0.916,-5.676
0.489,-0.282,0.85,-9.766,-0.977,-5.554
0.485,-0.275,0.863,-9.827,-0.671,-5.432
0.477,-0.251,0.86,-10.132,-0.366,-5.859
0.481,-0.238,0.828,-9.888,0,-6.47
0.487,-0.246,0.799,-9.705,0.244,-6.409
-0.163,-0.523,1.416,6.653,58.777,18.311
-0.16,-0.558,1.451,0.977,67.81,22.766
-0.161,-0.554,1.438,-3.113,73.669,28.687
-0.172,-0.543,1.409,-0.61,77.209,35.156
-0.189,-0.562,1.399,3.174,81.543,42.908
-0.172,-0.561,1.335,7.812,88.135,51.575
-0.128,-0.54,1.297,14.343,96.375,60.059
-0.096,-0.495,1.229,22.461,102.417,68.054
-0.085,-0.459,1.196,33.691,107.544,75.745
-0.068,-0.425,1.211,50.476,114.258,84.351
-0.037,-0.401,1.188,73.364,120.178,93.811
-0.008,-0.42,1.128,93.811,123.352,102.539
0.041,-0.45,1.081,111.389,125.427,111.206
0.091,-0.503,1.032,124.084,123.901,119.629
0.119,-0.555,0.991,126.282,119.995,126.343
0.139,-0.59,0.95,115.417,115.234,130.432
0.144,-0.597,0.894,96.191,108.276,133.423
0.139,-0.596,0.831,72.998,101.44,136.902
0.135,-0.593,0.762,47.729,95.276,140.503
0.136,-0.507,0.668,27.283,90.515,144.531
0.148,-0.363,0.583,17.639,85.693,148.071
0.149,-0.255,0.558,16.479,79.773,149.902
0.167,-0.22,0.583,20.752,75.378,151.001
0.21,-0.234,0.599,28.931,71.594,151.917
0.243,-0.254,0.627,38.696,66.895,152.893
0.245,-0.276,0.634,47.119,60.608,152.832
0.273,-0.268,0.632,51.27,54.626,151.245
0.271,-0.252,0.579,55.115,46.387,149.353
0.239,-0.248,0.552,56.458,38.696,146.973
0.254,-0.222,0.546,53.833,34.607,143.066
0.284,-0.189,0.533,48.889,29.358,138.55
0.301,-0.199,0.525,39.124,22.888,133.972
0.286,-0.182,0.512,29.358,15.747,129.944
0.275,-0.117,0.493,21.606,9.521,126.282
0.287,-0.084,0.55,13.977,4.15,121.46
0.292,-0.051,0.627,12.268,-0.244,115.662
0.284,-0.068,0.688,14.404,-4.395,110.229
0.286,-0.135,0.722,16.357,-6.958,104.492
0.292,-0.154,0.731,15.503,-7.507,98.816
0.318,-0.128,0.718,10.925,-7.446,91.248
0.327,-0.072,0.72,5.432,-8.728,83.13
0.328,-0.052,0.705,1.16,-11.169,75.5
0.346,-0.054,0.677,-1.709,-13.855,68.97
0.346,-0.043,0.676,-2.38,-15.808,63.354
0.34,-0.039,0.715,-2.563,-16.968,57.678
0.344,-0.041,0.74,0.427,-17.517,51.88
0.355,-0.071,0.79,5.432,-17.822,47.363
0.373,-0.106,0.838,10.071,-16.846,42.297
0.378,-0.125,0.861,13.794,-16.113,36.804
0.38,-0.132,0.894,17.029,-15.869,31.86
0.387,-0.121,0.92,20.508,-14.832,26.55
0.381,-0.123,0.922,24.292,-13.489,21.301
0.378,-0.13,0.92,27.527,-12.39,17.7
0.386,-0.137,0.921,27.588,-10.62,13.428
0.383,-0.151,0.906,24.78,-8.789,8.24
0.379,-0.174,0.883,19.775,-7.507,4.089
0.378,-0.177,0.87,12.512,-5.92,0.671
0.387,-0.19,0.872,6.714,-3.784,-2.38
