aX,aY,aZ,gX,gY,gZ
0.82,0.585,-0.038,-1.16,-1.892,4.7
0.818,0.582,-0.042,-2.38,-2.075,4.639
0.814,0.577,-0.044,-2.991,-1.648,4.211
0.816,0.575,-0.048,-3.54,-0.732,3.296
0.816,0.569,-0.051,-3.906,0.122,2.38
0.814,0.565,-0.055,-3.723,0.854,1.343
0.814,0.561,-0.054,-2.991,1.221,0.488
0.812,0.562,-0.052,-2.686,1.282,-0.244
0.813,0.562,-0.052,-1.953,1.038,-0.671
0.81,0.563,-0.051,-1.343,0.732,-0.916
0.808,0.566,-0.052,-0.366,0.244,-0.854
0.81,0.567,-0.049,0.793,-0.122,-0.671
0.814,0.571,-0.047,1.282,-0.488,-0.427
0.814,0.575,-0.047,1.404,-0.916,-0.183
0.813,0.575,-0.047,1.892,-0.916,0.244
0.818,0.577,-0.044,2.014,-0.488,0.305
0.823,0.581,-0.045,1.831,-0.305,0.122
0.822,0.583,-0.048,1.343,-0.366,-0.061
0.82,0.585,-0.047,1.465,-0.366,0.244
0.821,0.582,-0.047,1.404,0.122,0.366
0.821,0.58,-0.047,1.16,0.366,0.244
0.816,0.581,-0.049,0.366,0.732,0.244
0.811,0.579,-0.048,-0.305,0.732,0.488
0.802,0.578,-0.045,-0.671,0.732,1.038
0.799,0.574,-0.04,-0.549,0.549,1.587
0.802,0.573,-0.037,-1.038,0.244,1.709
0.808,0.576,-0.041,-1.648,-0.549,1.587
0.815,0.576,-0.043,-1.709,-1.465,1.953
0.816,0.578,-0.043,-1.465,-2.258,2.502
0.816,0.575,-0.045,-1.16,-2.93,2.869
0.819,0.578,-0.046,-0.244,-3.174,3.052
0.823,0.578,-0.051,0.061,-2.869,2.686
0.823,0.579,-0.051,-0.122,-2.014,2.197
