aX,aY,aZ,gX,gY,gZ
0.424,-0.36,0.847,-83.862,9.094,65.186
0.418,-0.324,0.833,-82.825,11.169,66.284
0.437,-0.285,0.823,-83.923,12.878,67.017
0.442,-0.252,0.803,-86.487,12.085,67.017
0.425,-0.2,0.78,-86.914,10.62,66.467
0.405,-0.186,0.764,-85.266,9.766,65.552
0.414,-0.172,0.77,-84.961,10.742,64.209
0.414,-0.141,0.762,-82.886,10.559,62.866
0.41,-0.122,0.751,-78.308,9.033,61.89
0.396,-0.114,0.757,-73.792,8.728,60.913
0.396,-0.086,0.755,-69.336,8.667,60.059
0.386,-0.063,0.747,-63.599,8.972,58.96
0.384,-0.055,0.739,-56.885,10.376,57.312
0.382,-0.054,0.729,-50.232,11.353,56.58
0.377,-0.045,0.711,-44.8,11.963,56.03
0.381,-0.043,0.725,-41.565,12.939,54.504
0.388,-0.046,0.734,-41.809,13.611,52.612
0.395,-0.04,0.74,-42.114,13,50.72
0.39,-0.027,0.741,-41.443,11.963,49.011
0.379,0.001,0.75,-39.001,10.681,47.18
0.37,0.002,0.752,-34.119,10.498,45.715
0.375,-0.015,0.759,-30.457,11.902,44.617
0.388,-0.013,0.764,-28.87,13.245,43.579
0.404,0,0.758,-28.198,14.404,41.748
0.412,0.002,0.759,-28.564,14.404,40.161
0.417,0.006,0.771,-30.273,14.099,38.818
0.425,0.01,0.77,-32.043,13.367,37.354
0.435,0.008,0.774,-34.241,12.329,36.194
0.446,0.014,0.78,-34.79,12.268,35.034
0.462,0.03,0.786,-34.119,12.634,33.752
0.471,0.042,0.791,-31.921,13.245,32.471
0.478,0.044,0.782,-29.175,13.977,31.433
0.485,0.047,0.788,-27.954,14.587,30.151
0.49,0.073,0.79,-27.405,15.442,28.931
0.501,0.095,0.778,-25.024,15.076,27.954
0.5,0.08,0.752,-24.231,13.916,27.649
0.501,0.091,0.741,-25.574,12.024,27.161
0.494,0.095,0.749,-26.794,10.193,26.55
0.496,0.096,0.762,-27.893,9.033,26.489
0.498,0.095,0.783,-29.175,7.507,26.123
0.492,0.1,0.792,-29.968,6.104,25.757
0.5,0.126,0.783,-28.931,4.883,24.963
0.498,0.121,0.786,-27.405,4.517,23.682
0.497,0.134,0.782,-26.489,4.15,22.949
0.495,0.151,0.799,-24.536,4.15,22.339
0.496,0.156,0.812,-23.071,4.822,21.606
